episode,steps,reward_return,episode_return_rate,avg_q1_loss,avg_q2_loss,avg_actor_loss,avg_alpha_loss,alpha,avg_entropy,action_mean,action_std,avg_cash_ratio,avg_position_ratio
27,376,-0.014376477105543017,0.07857574223389396,0.005084550728652369,0.00512664308994414,-1.1395760882408061,-6.632081511172842,0.011747218369779506,0.5109829486526073,0.5189698555685104,0.2987447390547995,0.48093230427502415,0.5190676957249758
28,376,0.12470224526623497,0.6300247855180241,0.005015131410897432,0.0050614376139376275,-1.125158264598948,-6.764393406979581,0.010526885055912932,0.5036292787086456,0.5377193415101539,0.2692076612571246,0.46185066732908,0.53814933267092
29,376,-0.044194370342665934,0.3320603049408335,0.004428053401692948,0.0044817483765345585,-1.1036005708131384,-6.744683679113996,0.009446213592874194,0.4637775696972583,0.5424588184724463,0.2729634740861973,0.45701712048955406,0.5429828795104459
30,376,0.5150602244248148,-0.3299210307334288,0.004759541398441875,0.004809686279065531,-1.0848951070232595,-6.876158095420675,0.008468832218198061,0.4579056909585253,0.567489845876364,0.2901762460266007,0.4323221657703269,0.5676778342296731
31,376,-0.24549528373609064,0.35292184795967785,0.004705769486695608,0.004739220753842172,-1.063532459292006,-6.872464911734804,0.007601136929410002,0.4243066612076252,0.5430925331534223,0.26991062248190184,0.45668249314250114,0.5433175068574988
32,376,0.02965060417773202,-0.37852839084065737,0.004510465002509746,0.0045301412232839405,-1.041991801655039,-6.851818510826598,0.006828341474079522,0.3890359227723898,0.6073717960017793,0.27344402339368945,0.3929170806137239,0.6070829193862762
33,376,-0.5754677653458202,-0.6294593876653787,0.004319428493196957,0.004363363444621853,-1.022036188301888,-6.787365951436631,0.006140733477713393,0.34685175913445493,0.5937824437909938,0.29120093902499966,0.40645019467797555,0.5935498053220244
34,376,-0.3819061924896232,3.236281387105991,0.004244044462424465,0.004271141370136707,-0.9971604169683254,-6.743133858163306,0.005525308378860755,0.3105528589853264,0.4910266224215639,0.2824336191042102,0.5077367458110114,0.49226325418898864
35,376,0.5613356556859799,-0.5437031277204212,0.0040351374349135785,0.004081446073077461,-0.9662766995582175,-6.664228351826363,0.0049753039973834704,0.2692625175844482,0.5649856342438687,0.32157101271695715,0.4350437360299295,0.5649562639700705
36,376,-0.36308034291141666,0.08059563356064259,0.003975061080517604,0.004005984479048725,-0.9392057673094121,-6.542260521269859,0.004485688019314216,0.22176899611850845,0.49099355222696955,0.2363715569702458,0.5086245652775182,0.49137543472248174
37,376,0.06100622322992422,0.4836441461844625,0.0038940259769430106,0.003934374917236632,-0.9173595767388952,-6.558534544833163,0.004039201358135391,0.20142818052083888,0.5151053881867135,0.26506542264809463,0.4841027134052931,0.515897286594707
38,376,0.25836576336223516,-0.44042964451751987,0.003712148222009691,0.0037487538589011044,-0.8957011171794952,-6.498237907886505,0.003638914141838609,0.16799978365096205,0.6114909101990943,0.27448490649578033,0.3884392361285534,0.6115607638714466
39,376,0.5090345737041844,0.20445739936486262,0.0036540835510017943,0.0036856166518694582,-0.8753327476851483,-6.370506651858066,0.003280804633462624,0.12403953917686174,0.6148858041046782,0.2609945186088533,0.3849111095285551,0.6150888904714449
40,376,-0.40312401146729826,1.403048035989014,0.0037927730002767467,0.0038544908794450592,-0.8525716942992616,-6.029592079050998,0.002969593251986032,0.04517693777984761,0.510277649110302,0.3086966402552381,0.48840275725571025,0.5115972427442897
41,376,0.029803300829371437,-0.00011647474161280424,0.003576678799792252,0.003629374937364891,-0.826218234256227,-5.899042170098487,0.002688268550862847,0.00518479642205614,0.5607694925621469,0.26880717614119615,0.4395631243286893,0.5604368756713107
42,376,-0.18949495182528153,1.1819607221454609,0.00344613551978329,0.0034865385263246743,-0.8067248793358498,-5.957617707709049,0.002425727639580125,-0.0020499204946780934,0.5213277858305485,0.2361290310921945,0.4778985718336947,0.5221014281663053
43,376,-0.0427131307660602,0.05873530023533635,0.0033821725423393294,0.0033999608465510004,-0.784317617879269,-5.852916514619868,0.0021902666807077633,-0.0361134476211675,0.5387239713776619,0.2837306163134277,0.4610336872380778,0.5389663127619221
44,376,-0.1503282613120973,-0.5195601601006479,0.0032815082014805855,0.003331507745624936,-0.7664407799218563,-5.417635149144112,0.0019874555982588183,-0.12219876160181345,0.5747579816491046,0.28292085598342265,0.4253007796752972,0.5746992203247029
45,376,0.30265415309986565,1.4784210862318248,0.00319381270952711,0.0032647427343614798,-0.7464632628128883,-5.234525574014542,0.001803588925886954,-0.16500293015641102,0.4827132358988549,0.26021751166391327,0.5158706308666855,0.48412936913331456
46,376,-0.43975624196900753,2.037161841954489,0.0031123229573688845,0.0031234000015637263,-0.7217524738070813,-5.165925734854759,0.0016351819072603349,-0.1885700559520975,0.3749848722301899,0.3140921665029907,0.6241739636089725,0.37582603639102763
47,376,0.53339927561683,-0.09230248876545788,0.003221678515051571,0.0032430108660767647,-0.6981160182585108,-4.459147833763285,0.0014959559071054803,-0.30973925710001843,0.587483036946109,0.2367723644601151,0.4119964919154945,0.5880035080845055
48,376,-0.13076138887845445,1.1808116522144187,0.0031594268917576706,0.0031777070822848127,-0.6800271193397806,-4.197342021668211,0.0013695085473861683,-0.359040279793454,0.49541445124022504,0.25557603489097125,0.5035098669485186,0.4964901330514814
49,376,0.06641033078267355,0.015964096646083226,0.0030468187345677315,0.003067118868088112,-0.6639891504607303,-3.949375628156865,0.0012541503571343194,-0.40491864277406575,0.6254765009309383,0.2471112869879262,0.3742149066477935,0.6257850933522066
50,376,0.5607331544943008,-0.2400598190365787,0.0030086340622337377,0.003013432026219039,-0.6507754550969347,-3.5394629759991423,0.0011525488348025125,-0.47351456980438944,0.580059492683157,0.2275361442534415,0.41999268109006804,0.580007318909932
51,376,-0.2557670675269037,2.0777674743016172,0.003034313496058569,0.0030299214586774086,-0.6327583824700498,-3.526699478955979,0.001054672296367662,-0.4820813251698905,0.35026092581609464,0.31394884875011064,0.6486745070662787,0.3513254929337213
52,376,-0.28633618204912636,0.4202118089072773,0.0029225958476556423,0.002906282113473664,-0.6103800479718979,-2.965360478834903,0.0009737686212323447,-0.5698717226214866,0.5337865541272975,0.25364107712432515,0.4655076581020013,0.5344923418979987
53,376,0.2750135633687023,-0.38544094849389576,0.002926025995080597,0.002944720963182106,-0.5919930931735546,-3.227953420357501,0.0008877061476926917,-0.5375437043369451,0.5923103755141826,0.22471513945896532,0.4080203416652179,0.5919796583347822
54,376,-0.23035968622934888,0.4853821142389154,0.0028178440691764527,0.002829090119005141,-0.578734094792224,-2.666809007683967,0.0008184033330506773,-0.6226375089522372,0.5510192315312142,0.2217697028868008,0.44852256893978976,0.5514774310602103
55,376,0.09653669540421106,-0.27059877082808337,0.002675621370918692,0.002685406478431492,-0.5634791749588987,-2.5120895725298436,0.0007540125971285355,-0.6485913764447608,0.5943723515151663,0.23491473035716495,0.40588727940195635,0.5941127205980437
56,376,-0.03386649598542135,-0.34828464739961773,0.00269481111745142,0.0026935404903463463,-0.5515035752286302,-2.450620421624564,0.0006925951173231071,-0.6611412244432784,0.5959027149575822,0.23825734062335668,0.40461080135952904,0.5953891986404709
57,376,0.16184392191280494,0.7377835372135901,0.0027295624957410025,0.0027238421257897378,-0.5374466244210588,-1.7668305721847302,0.0006482666040184001,-0.7582087577023404,0.5127689376314903,0.2534178488062677,0.4860775369640207,0.5139224630359793
58,376,-0.32765831483357033,2.3925470995567384,0.0026793387276368174,0.002675660415255326,-0.520198283122575,-1.2970165186462568,0.0006144129772965444,-0.8239448294043541,0.3104781157317314,0.31379052782010813,0.6884627848086323,0.3115372151913676
59,376,0.3799611328904575,-0.25717706666802087,0.0026793510893339963,0.0026618374745049416,-0.5027566635386741,-1.3658578247426356,0.0005765169577040808,-0.8160556798919718,0.5209526754915714,0.20644598264063413,0.4789343472386508,0.5210656527613492
60,376,0.48375744072853877,0.2623751861087513,0.0026241805803209066,0.0026085292319816713,-0.48872684092914803,-1.4422600700103856,0.0005363467254968157,-0.8075568821043411,0.5847806528686209,0.24373317237415065,0.41462460080694596,0.585375399193054
61,376,0.1333715747059614,2.4525007428300962,0.0026054018656376434,0.00259891312483926,-0.4751584087597563,-1.5222744792997045,0.0004929879120328811,-0.79897524115253,0.415225541417269,0.28451407058188566,0.583711079772069,0.416288920227931
62,376,-0.0984745950481738,0.446302870540882,0.0025829423780607537,0.002593877652853212,-0.4574092645594414,-0.887072698500483,0.00046794592491028496,-0.8838976028751819,0.5722779861473023,0.2178503078410813,0.4271314087691076,0.5728685912308924
63,376,-0.26055342264589854,0.2600715357289165,0.0025593911500726924,0.0025589089736000616,-0.44201592411449614,-0.6724053903958424,0.0004475504149588757,-0.9125512690937265,0.5134469800965583,0.2536505720622851,0.4863849972993175,0.5136150027006825
64,376,0.370039149915101,-0.35250747429657103,0.0025643587178684414,0.002554306443074738,-0.42681558390564106,-0.5652954860075199,0.0004291900390669985,-0.9268876667669479,0.5776816830831639,0.22834203700775157,0.4223827192502959,0.5776172807497041
65,376,-0.46983422965422506,1.2504116441100166,0.00249653658272322,0.0025151634178287845,-0.41349455222804493,-0.8063355602442901,0.00040329699700043076,-0.8964038684647134,0.44817764161432044,0.3174705975331977,0.5510220999773643,0.44897790002263577
66,376,-0.014325536150863627,0.6031181602941362,0.0024460729166984243,0.002425285180079493,-0.39985325900798147,-0.3923112134191584,0.00038981569032812106,-0.9499032819207679,0.5655061376697206,0.23519986870738127,0.4333890304291539,0.5666109695708461
67,376,-0.10416613955749199,0.08623183952011981,0.002401920989096323,0.002379762855893437,-0.38609983383658086,-0.26217375335065607,0.0003800798166800863,-0.9666364712918059,0.5200013912263068,0.2789824845787209,0.4799007823793294,0.5200992176206706
68,376,0.2914569546846906,-0.4373441636650146,0.00245068466230147,0.0024381650796288902,-0.3746312552310051,-0.4987892335320407,0.00036342701484097317,-0.9368209325252695,0.5595300069197695,0.24703521232921108,0.4407040012028981,0.5592959987971019
69,376,0.2329513995537127,1.5404274989382896,0.002449379932628251,0.0024470984660202953,-0.3632705019826585,-0.09990449963097876,0.00035868633347041034,-0.9873759789352722,0.5423038493287056,0.2488618553340692,0.4563347386528661,0.5436652613471338
70,376,0.03040348361537326,-0.5188085005449864,0.0024477743817384336,0.002440623473995266,-0.34914203138744576,-0.005619215333160568,0.0003581433609497887,-0.9992761104664905,0.5823615607904628,0.28563085199317617,0.4179086590877597,0.5820913409122404
71,376,-0.37963788508204743,-0.27021953347013494,0.0023367117967783534,0.002326492332244054,-0.33724103931416854,-0.27659753079902616,0.00034806299837135293,-0.9651718640581091,0.5361616219136309,0.315547034639042,0.46374564855849265,0.5362543514415073
72,376,0.2482530068664346,0.14539844547163328,0.0023451988976027696,0.002351525617067385,-0.32707333873878136,0.47098800228869026,0.00036578046256540467,-1.0593188229076407,0.5760806371715474,0.24252728230407766,0.4234466130406803,0.5765533869593197
73,376,-0.40653650552849285,1.2765681592120006,0.0023632766304294917,0.002345787991640812,-0.3165443093377225,-0.19236529069615804,0.0003584788558827921,-0.9757033592842995,0.4414839574155655,0.29309922307901204,0.5573044737610757,0.44269552623892416
74,376,0.3311417495860951,-0.10244551501552346,0.0023569206956729413,0.0023591665670577872,-0.30255838753061093,0.025912568560167354,0.00035953957943788334,-1.0032505286817854,0.6150389748050812,0.22426427037593985,0.38459086567181466,0.6154091343281853
75,376,-0.18878720359134604,0.728694989131855,0.002319016400043496,0.0023001416402428036,-0.295113492281513,0.1138170692039297,0.00036403580775895566,-1.0143381536323974,0.49920335515065395,0.2757313859349273,0.49966083957106844,0.5003391604289316
76,376,-0.2769381954567507,-0.04009727243068373,0.0022277288922812155,0.002205808950709476,-0.2809543413843246,0.00230785090714059,0.0003639829622086576,-1.000272089813618,0.4078753281463968,0.2900874659043722,0.59197477060761,0.40802522939239005
77,376,-0.01713366477542877,1.2724117454438835,0.0023057014233076032,0.0022778137440872476,-0.27207395553271824,0.25057675606234275,0.00037572069024384365,-1.0316860086106239,0.4939813934900659,0.28220229156194304,0.5049985615711825,0.49500143842881744
78,376,0.08831086202826555,-0.22471963003549922,0.0022451688682269106,0.0022333934091952968,-0.2597226771189177,0.10184758435934782,0.00038171829698308533,-1.0129140643997396,0.5505663310276702,0.26725205170119226,0.4491227519862718,0.5508772480137283
79,376,0.15398622599968803,0.175363214420039,0.0022694996692502792,0.0022591096209733687,-0.25174381877196594,-0.014048556797206402,0.00037881363444491477,-0.9981912273041745,0.4829851222482133,0.3156824242863214,0.5167388856774168,0.4832611143225832
80,376,-0.3036408244915947,0.17996355232098282,0.002290945741325676,0.0022699490342502223,-0.24267497480391187,0.04740157895820572,0.0003814883997763458,-1.0059961082136377,0.5108501122511447,0.31117105512661053,0.48862058102585987,0.5113794189741401
81,376,-0.13947551614546683,0.4985238147134783,0.0022530195896484037,0.0022429809103685213,-0.23116948939067253,-0.25873905806207753,0.0003704305870274091,-0.9671618168024306,0.5200103335875146,0.294526961832921,0.47940637046052714,0.520593629539473
82,376,-0.21472773929963296,2.1499412765149586,0.0021824505603674086,0.0021530931454493683,-0.2206231230433951,0.1260572522086032,0.00037608231102884376,-1.0159393585425742,0.3608946974607224,0.3278335508014558,0.6382271466269152,0.3617728533730849
83,376,0.011310559551930055,0.37585886850647543,0.0021969624194366102,0.00218752955806075,-0.20982158168199214,0.2936286843441268,0.00038756573824574446,-1.037293585849569,0.5379902615826181,0.28917573412011505,0.46150754474204264,0.5384924552579573
84,376,-0.016287931710394332,2.294367996766224,0.0021884365823427016,0.002169195466620372,-0.20042836638365655,0.2846433041280413,0.0004030695013202165,-1.0363016524847517,0.3560861970515961,0.31919998803521804,0.6429015235485827,0.3570984764514174
85,376,-0.2045545303481049,2.3931731789436927,0.002186933571987964,0.0021594678763265504,-0.18631544217784354,0.5387283800803917,0.00042776123891841004,-1.0691315070428746,0.40801743988661054,0.33085151943414004,0.5910745873755442,0.40892541262445575
86,376,0.5296233202843723,0.23994725200409106,0.0021302004365195974,0.002113198295812757,-0.178369139935425,0.11523285763774146,0.00043404581159109287,-1.0148454121452697,0.47521203241132676,0.3000682959109473,0.5244689309134447,0.47553106908655524
87,376,-0.05566143177054528,0.1425972366276469,0.002175627327387895,0.0021601505311295154,-0.17164037721429734,-0.043914180308421875,0.00043198098139214647,-0.9943129095308324,0.494979118967944,0.31242387042174974,0.504504054164512,0.495495945835488
88,376,-0.02911746484460309,-0.40595002330579366,0.0021885109949544906,0.0021644171944725267,-0.1647359318634931,-0.07006182125274171,0.0004273067730589266,-0.9909537366413056,0.5324470962774246,0.31377367438975073,0.4676166937276366,0.5323833062723634
89,376,0.16302363437444,1.204894219302735,0.0021600593249883225,0.002146255526198768,-0.15699439323408174,0.12591994948625723,0.00043386220391996655,-1.016232206307827,0.5647317571367355,0.28988243351959625,0.4343925621364114,0.5656074378635886
90,376,-0.0636736501037376,0.45687841865320356,0.0021428481961768913,0.0021308724065014022,-0.15042585081004717,0.11137303367177857,0.00044119598619619553,-1.0143869902859344,0.5571895156927565,0.28391648542642123,0.44231912273472884,0.5576808772652712
91,376,0.40953406774497125,-0.29677248458554784,0.002144726606004158,0.002132573244260981,-0.14216295512829055,0.17421861718151163,0.00044920348731828394,-1.0225641564168828,0.5445168963930709,0.2695932506434358,0.4552453415776949,0.5447546584223051
92,376,-0.3425541888755106,0.5591661734853908,0.0021873943620990526,0.0021723255294033308,-0.13513417647002227,-0.2673476345321916,0.00043486499267968463,-0.9653659161735089,0.579790379138703,0.26459008209366275,0.4196892182240818,0.5803107817759182
93,376,0.185264433035627,-0.4169025063735389,0.0021327399624576,0.0021113771508680657,-0.12930210188348243,0.024879193656701357,0.0004365396626248186,-1.003195083046213,0.5127717396046253,0.27522833692045345,0.4876231304615105,0.5123768695384895
94,376,0.15015119626696105,0.3522788657637932,0.002176538787527069,0.002146016466096935,-0.12251552897802692,0.18978079008136658,0.0004486461471345518,-1.0245494271846527,0.6320671604034749,0.27995863159711404,0.3674259354938932,0.6325740645061068
95,376,-0.3589003839806537,0.5728245837351562,0.002166569940411446,0.0021323797734518674,-0.11636181492754753,-0.24515554777029505,0.0004348367009855116,-0.9682544797975966,0.5314381346899144,0.28657608110038935,0.467784778527611,0.532215221472389
96,376,0.07065282309122267,0.5314207485491607,0.0021617693638929384,0.0021357224493143844,-0.10967538083725153,-0.14281427410451022,0.00042708480116234013,-0.9815607005928425,0.593158909139481,0.3218057265059156,0.4064588528089907,0.5935411471910093
97,376,0.43372215187264374,0.4099940146736951,0.002146661283443385,0.002131567259215096,-0.10260997708649078,0.30977982160774,0.0004414779435457728,-1.0399908136497154,0.547668633071032,0.2850356720206462,0.4517047885027381,0.548295211497262
98,376,0.3539963444802652,-0.196111538834137,0.002126346786253828,0.0020923686790914136,-0.09605336345811473,0.3729010935119809,0.0004624635569918207,-1.0483983002127486,0.659533523260913,0.2701354174520312,0.3401942972095618,0.6598057027904383
99,376,0.61686882795766,-0.1043316774900005,0.0021240309731009356,0.0021215713365583064,-0.09174330952636739,-0.03754840630720904,0.0004609719924624044,-0.9950953894790183,0.5656673696605449,0.2792530378074816,0.4339559468649202,0.5660440531350798
100,376,0.6431605756515637,-0.2871754508692055,0.002175458993309455,0.0021648161429688928,-0.08827142585861555,0.16779607391737877,0.00047078733790464227,-1.0218585986406246,0.5474899568139239,0.2810362296826972,0.45225385576907334,0.5477461442309266
101,376,-0.3458799480140442,0.0007674456818536068,0.0021372430179481135,0.0021136580192994206,-0.0822898510130162,-0.14373700281585308,0.0004644411575177652,-0.98123115237723,0.48742397676439997,0.31246963772369674,0.5122297666151273,0.4877702333848727
102,376,0.046276430040961714,3.0277039416796088,0.002143855285001027,0.002113397225447772,-0.07415188908418442,-0.2891071844211918,0.00044589693605588747,-0.9624119310619983,0.3617378977384973,0.3383671246867513,0.6372076982369986,0.3627923017630014
103,376,0.3389433434640523,-0.2734927705338013,0.002176274106146748,0.0021299253214160574,-0.06706256449143304,0.01437465460138752,0.0004461401580435009,-1.0018525990716955,0.5776501760045265,0.32229818005607286,0.42247564696590323,0.5775243530340968
104,376,0.39211382291978225,0.3823463093261188,0.002156059932337697,0.002129414104274474,-0.061606764937057454,0.5531406583056409,0.00047851985766818593,-1.072006677059417,0.6330132395663159,0.303019397343814,0.366587690622406,0.6334123093775941
105,376,-0.1733062921121018,2.318764567844698,0.0021527360247304427,0.0021176853890907256,-0.05619120021211974,-0.040053289720511184,0.0004752990999439018,-0.9947514009285481,0.40787080960704925,0.33076758965839087,0.5913320064451888,0.4086679935548112
106,376,-0.641142131673405,-0.4295615929277332,0.0021389512536537023,0.0021076563642325593,-0.04927200362819465,0.2866297654034768,0.000492490464428976,-1.037531852722168,0.5975340449429573,0.3512343922112675,0.4027205559163843,0.5972794440836158
107,376,-0.07378133556630928,0.38731644083576366,0.0021419541518937083,0.002123873436543595,-0.04567509203495339,0.032684856262850635,0.0004952994310955538,-1.004260797766929,0.6340342710943933,0.30588754075542474,0.3655034502685076,0.6344965497314923
108,376,-0.41580583446545916,2.7496179657804394,0.002132718574857597,0.002108707382811848,-0.038458451226185214,-0.06081356012084065,0.0004912387068439846,-0.992005539384294,0.3357640829016554,0.3268282376953499,0.6632610470853437,0.3367389529146562
109,376,-0.4030475196777843,0.8162179374067595,0.00215355540499428,0.002116145422134766,-0.03167449003345571,0.47693409117810587,0.0005203497961949953,-1.062816507797292,0.5139643996161349,0.29143424251766636,0.4854512627198039,0.5145487372801961
110,376,0.12207709270296618,0.43690215517202224,0.0021358721677778645,0.002122134985798534,-0.024404808739571772,0.0109165253989557,0.0005213310226999005,-1.001435360692917,0.5631063106529256,0.3087894320123433,0.43650974480521565,0.5634902551947844
111,376,-0.043827513967698906,0.8372228416042826,0.002150910747661057,0.002120918775116034,-0.020104667743385592,-0.13137785599448104,0.0005124058361062252,-0.9826145603301677,0.5171782697768922,0.28216229278103616,0.48216663106446467,0.5178333689355353
112,376,0.03708308987233977,0.5418324254041653,0.002167168197821469,0.002147367886054587,-0.012359400174860407,-0.12298091691225133,0.0005056940602160436,-0.9837660573898478,0.4397113154384684,0.36601314201127266,0.5613480253107314,0.43865197468926853
113,376,-0.2268760751339869,2.7024985482148094,0.0021524627050855494,0.002129946770939104,-0.005267983507594103,0.14274736284773717,0.0005145799027540272,-1.0187998393431623,0.3358344700425229,0.3266168618066236,0.6632318465926219,0.33676815340737815
114,376,0.13020024267825647,0.1213899844823696,0.002114944614499728,0.002094084385502588,-0.00023043906858607018,0.1816953750664091,0.0005252986938104584,-1.0240177578748542,0.5859768297126953,0.3240698720873725,0.4140191589084408,0.5859808410915591
115,376,0.04577739837259287,0.6529554990309931,0.0021034346864325926,0.002079395745742194,0.005082240646012732,-0.07455470964827753,0.0005224417834374116,-0.9901045801791739,0.5935644280720265,0.312729972250046,0.4059273595695714,0.5940726404304287
116,376,0.10611366110970266,0.09572807366511094,0.0021141113077434016,0.002090063683894225,0.00994030538153156,-0.32833084037051874,0.0005003224896864032,-0.9566586791200841,0.6192784025631053,0.32141413522863554,0.38040519673227674,0.6195948032677232
117,376,-0.5813245548633859,1.4728738290607022,0.0021086844158646196,0.002103632626227757,0.014218986682572769,0.1632793792672059,0.0005120341844655582,-1.021483413399534,0.40646178243642156,0.33721206601440135,0.5927979638754016,0.40720203612459827
118,376,0.11026604837388732,0.8883377891104454,0.002096834302721347,0.002088331439386201,0.019555870966213022,-0.13634474465544236,0.0005020535619160882,-0.9820165071398654,0.5609191923223912,0.2909115832610626,0.4383961741081037,0.5616038258918963
