episode,steps,reward_return,epsilon,avg_loss,avg_q
0,376,-0.1677077441472643,0.988125,0.0025787580508657903,0.06624418614773601
1,376,-0.7362108348315815,0.9762183333333333,0.002629735227024054,0.05106753651597636
2,376,-1.7174998947011773,0.9643116666666667,0.00237661771871957,0.040581565983766846
3,376,-1.5417604898975696,0.952405,0.002177007799934685,0.035109182625904956
4,376,-0.8064845912158491,0.9404983333333333,0.0021428664161036027,0.035815012128528285
5,376,-1.7711333883125917,0.9285916666666667,0.0020428424257725635,0.03492921947110246
6,376,-1.2245384788839144,0.916685,0.0023404899202819737,0.04139196214097691
7,376,-1.6495825495294405,0.9047783333333334,0.002281106981598064,0.040739997778028406
8,376,-0.6461732902171207,0.8928716666666667,0.0022924632936879557,0.03583058824222733
9,376,-1.5729449993168592,0.880965,0.002174836979355995,0.03602332131134624
10,376,-0.9828865624149326,0.8690583333333334,0.0021943339114783313,0.03473698742566333
11,376,-0.9779833561187843,0.8571516666666666,0.0024839876248424456,0.04432384266537872
12,376,-0.39563275299587974,0.845245,0.0024439447774289255,0.04270685023251683
13,376,-0.28075832347167284,0.8333383333333333,0.002491941155545027,0.03999653619595189
14,376,-1.1495608014738532,0.8214316666666667,0.0024257572847690948,0.03947839195631999
15,376,-0.7905489948752805,0.809525,0.0022969878929793497,0.03732032227042587
16,376,-0.8179075886946519,0.7976183333333333,0.0024172965005415424,0.059928961702563024
17,376,-0.3952279726654524,0.7857116666666667,0.0024684207652326414,0.06039263832164889
18,376,-0.9279740086640231,0.773805,0.0022828908401239228,0.05824681755373294
19,376,-0.18750511626421995,0.7618983333333333,0.0022836911874114874,0.05678823819146194
20,376,-1.030072155743255,0.7499916666666666,0.0022552774693046576,0.05563603290554849
21,376,-1.021042580883659,0.738085,0.0029673270356068587,0.061399214770991674
22,376,-0.9857180588296615,0.7261783333333334,0.003961425480814254,0.06792853836792502
23,376,-0.9427506075298879,0.7142716666666666,0.0037578711466692842,0.06360416640428469
24,376,-0.6708538771927124,0.702365,0.004648938917795177,0.06339888360371139
25,376,-0.9449754796805792,0.6904583333333334,0.0043237265230384354,0.06597148406101351
26,376,-0.8532222713110968,0.6785516666666667,0.002496618162540278,0.0667892658409286
27,376,-0.21205038696280087,0.666645,0.0024376087335924164,0.061365002355082555
28,376,-1.2443469379359156,0.6547383333333334,0.0023644584660824546,0.05795711312601541
29,376,-0.5157064019076643,0.6428316666666667,0.0023316598267906267,0.0573816306894011
30,376,-0.34431813357150537,0.630925,0.00233395556696973,0.056602722123027485
31,376,-0.2352254619654559,0.6190183333333333,0.002265621164622915,0.07508518607256577
32,376,-0.23234954316194534,0.6071116666666667,0.00218088164965206,0.07434894197045806
33,376,-0.5899522542094928,0.595205,0.0021589543474429445,0.07416414983689468
34,376,-0.3478233377391006,0.5832983333333334,0.002206543410021039,0.07406336687346722
35,376,-0.9161281192500612,0.5713916666666667,0.002122327149257391,0.07555396239610111
