algo,runs,folds,oos_sharpe_mean,oos_sharpe_std,oos_return_pct_mean,oos_return_pct_std,oos_reward_mean,oos_reward_std,is_sharpe_mean,is_sharpe_std,worst_fold_id,worst_fold_oos_sharpe_mean,worst_fold_oos_return_pct_mean,worst_fold_oos_reward_mean
d3qn,3,1,0.8159667530276274,0.2006006943512584,66.58551825193835,22.108319162805227,-3.7262610794286526,0.6571752226926905,0.9293793429566498,0.12608036650182133,f1,0.8159667530276274,66.58551825193835,-3.7262610794286526
