algo,fold_id,runs,oos_sharpe_mean,oos_sharpe_std,oos_return_pct_mean,oos_return_pct_std,oos_reward_mean,oos_reward_std,is_sharpe_mean,is_sharpe_std
d3qn,f3,1,-0.3312487453925602,0.0,-11.732564480126962,0.0,-2.1752368313773602,0.0,1.0749005874355213,0.0
