episode,steps,episode_return,epsilon,avg_loss,avg_q
0,376,2260.5,0.02,35.96220635943314,1.1638735007350982
1,376,2166.5,0.02,49.57906115055084,12.805543673799393
2,376,2268.5,0.02,43.60199589424945,13.372378329013257
3,376,2318.0,0.02,45.13517752099544,13.637239588067887
4,376,2149.0,0.02,43.87318872644546,13.653684009896947
5,376,2552.5,0.02,44.45774233594854,13.938279116407355
6,376,2225.5,0.02,56.5144689742555,24.33968919642428
7,376,2622.5,0.02,51.30409448704821,24.582972516404823
8,376,1949.0,0.02,50.6268526797599,24.61464323896043
9,376,2338.5,0.02,49.96877270302874,24.64098962317122
10,376,2850.5,0.02,46.9634896668982,24.75644045180463
11,376,2015.0,0.02,64.43432690742168,31.692119725207064
12,376,2420.5,0.02,56.73446230178184,31.7337004681851
13,376,2414.5,0.02,52.798917836331306,31.776350736618042
14,376,2502.0,0.02,53.11133037222193,31.921276229493163
15,376,2527.5,0.02,51.459521019712405,32.19503256107898
16,376,2103.5,0.02,75.9879719500846,43.11086615095747
17,376,2254.5,0.02,70.57853516111983,43.02677932698676
18,376,2865.5,0.02,66.427286249526,43.03201647007719
19,376,2250.5,0.02,62.598885399229985,43.24006899366987
20,376,2443.5,0.02,65.91177714378276,43.075291308950874
21,376,2440.5,0.02,81.96881194317595,49.855833114461696
22,376,2339.0,0.02,79.07880669451774,50.35898584000608
23,376,2327.5,0.02,76.79304421708939,50.27033200162522
24,376,2251.0,0.02,75.91800801297451,49.98609167464236
25,376,1880.0,0.02,74.48044228046498,50.21306813016851
26,376,2485.0,0.02,98.41320363004156,55.783969696531905
27,376,2514.5,0.02,93.28959074426204,55.85212421417236
28,376,2461.0,0.02,90.95053349657262,56.24053272287896
29,376,2564.0,0.02,87.80991715065976,56.29141938432734
30,376,2832.0,0.02,85.66591951694895,55.988300069849544
31,376,2764.5,0.02,113.61225826182265,64.40824754187402
32,376,1860.5,0.02,110.35983607109557,64.0502836247708
33,376,2913.5,0.02,104.16089521570409,64.5299268073224
34,376,1719.0,0.02,104.71077580654875,64.69878127727102
35,376,2504.0,0.02,96.93092271114918,64.38345764038411
36,376,2612.0,0.02,116.23647657353827,70.76826112828356
37,376,2565.5,0.02,105.94686717175423,70.84202544232632
38,376,2679.0,0.02,109.4160767108836,71.06964112342672
39,376,2457.5,0.02,103.04347744393856,71.2500909744425
40,376,2596.5,0.02,105.72608970073944,70.898831783457
41,376,2543.5,0.02,135.69790386646352,77.24947986196965
42,376,2148.5,0.02,119.99586227092337,77.51779172775593
43,376,2537.5,0.02,121.86439165155939,77.33833004565949
44,376,2553.5,0.02,119.7329327755786,77.31845184082681
45,376,1917.5,0.02,118.91875523709237,77.01523299927408
46,376,2995.0,0.02,155.49937627670613,86.61478330733928
47,376,2335.0,0.02,142.17353078152271,86.46234021288284
48,376,2443.0,0.02,136.9909343212209,86.88504436168265
49,376,2526.5,0.02,129.73312818243147,86.65035692174384
