episode,steps,reward_return,avg_policy_loss,avg_value_loss,avg_entropy,avg_kl,clip_fraction,action_mean,action_std,avg_cash_ratio,avg_position_ratio,episode_return_rate
14,376,-0.25772585501017176,-8.297788444906473e-05,0.009200326881060998,0.38463302751382195,0.00012492173894618948,0.02873263902341326,0.44439415673309185,0.16756295597334736,0.5558820558350891,0.4441179441649109,-0.3161686650131009
15,376,0.39508871591942807,-0.0018024944207247567,0.012659774654928376,0.3847479434574352,0.0028666346915997565,0.06200980384121923,0.42483815035604416,0.15717814843649489,0.5744652449820312,0.4255347550179688,0.22506367097658542
16,376,-0.2510680606792448,-0.00336712347343564,0.006363505062957605,0.384073876341184,0.0024660090081548938,0.07677083363135656,0.42389395761680093,0.15961608996706805,0.5758410351796264,0.4241589648203737,0.2187926619694096
17,376,0.14293088175509183,0.001226421481428238,0.012343704843750367,0.3845597528494321,0.008252786215542493,0.10224358920151225,0.41498720741018336,0.16160452528041686,0.5842845769580451,0.41571542304195486,0.5072645812200163
18,376,0.08645548939239234,-0.006511294717590014,0.009760342678055168,0.38564496437708534,0.004619003557309043,0.08588541705782214,0.39013089160335823,0.1544568359803799,0.6090953110002055,0.3909046889997944,0.664192063565195
19,376,-0.057983935836091405,-0.005075831897556782,0.01186122465878725,0.3855281184116999,0.0002592463575031919,0.05684027833243211,0.37977008370960014,0.1570245556739492,0.6189965387861558,0.3810034612138442,1.361113683154593
20,376,-0.08864904499205295,-0.006171557327939404,0.018444084458880954,0.3834548890590668,0.006657601696335607,0.08478009204069774,0.39864140693494615,0.15635090025370613,0.601248456478314,0.39875154352168596,-0.05487964956964342
21,376,0.0924745703850931,-0.0017857444938272238,0.009439791087061167,0.38465393980344137,0.004102624813094735,0.06305555555348595,0.37647655820275877,0.15092794367115725,0.6229707569015418,0.3770292430984582,0.27729683066645183
22,376,0.3494806560265715,0.0013234571631376942,0.008831902065624793,0.3871291389067968,0.001714672946642774,0.06178819425404072,0.3779663385704477,0.15567260943276268,0.6217124910719483,0.37828750892805185,0.029409443064465357
23,376,-0.7646295145968907,-0.003843300851682822,0.009458371469130119,0.38305076559384665,0.00437766990022889,0.04269097258026401,0.3662146794352126,0.14925081479622493,0.6340199104259401,0.36598008957405986,-0.17048015444621978
24,376,0.08316283840395045,-0.0031690981316690645,0.01306291042516629,0.38112301925818126,0.0004986189291230403,0.04913194496184588,0.3417629543295566,0.14755786423553846,0.6570329119592972,0.3429670880407027,0.8615349851021163
25,376,0.19784311292460188,-0.009051708238465446,0.010399719921960718,0.38133905331293744,0.00920114332291719,0.10270337254873343,0.348834346583549,0.15135668081597586,0.6504373689221973,0.3495626310778028,0.5705743458903862
26,376,-0.04698223621380748,-0.011253102479774195,0.007398872589692474,0.3791730562845866,0.005799158070779716,0.1406597226547698,0.3440064654705372,0.1478451732517446,0.6551316447176623,0.34486835528233784,0.5279682011323885
27,376,-0.32890254072117386,0.0006874710321426392,0.009398492798209191,0.376030237476031,0.0032498828407066566,0.06713541746139526,0.3503280854288568,0.158637668171397,0.6493953000708864,0.3506046999291136,0.006117272898889414
28,376,0.09033648390413873,-0.0007396792992949486,0.00950405653566122,0.3730572382609049,0.0028915103073813954,0.025833333656191827,0.3606192555199278,0.14843257405642987,0.6389027847321658,0.3610972152678343,0.2764471504497441
29,376,-0.12054511775204446,-0.00042374413460493087,0.010058191698044538,0.3752570658922195,0.003006492811255157,0.0407118059694767,0.35873149398793563,0.15459289026209186,0.6408758161831969,0.3591241838168031,0.05175471244495555
30,376,0.4940962219843641,-0.0021217439556494356,0.007926069355259338,0.3795888076225917,0.004658833347881834,0.029131944787998996,0.3853847471640465,0.15237697112109125,0.6146954638505719,0.3853045361494281,-0.1064528869113841
31,376,0.08740612409019377,-0.001904336899072708,0.01019057147204876,0.37736321886380514,0.003125398466606081,0.014045139029622077,0.3524174320888012,0.15497690865965674,0.6471528335631036,0.35284716643689634,0.2357634481494928
32,376,-0.09366395794495475,-0.0031138768536038697,0.011661744117736817,0.3787301778793335,-0.0007091185504881044,0.0720138892531395,0.3824719930899904,0.1575303314495968,0.6179666456352314,0.38203335436476865,-0.33610624740592077
33,376,-0.2766273612214718,-0.005934932172143211,0.0124898763683935,0.38032874862353006,0.0012242633136338554,0.09357638911654552,0.3711758833774861,0.1638055252963704,0.6292643705351456,0.3707356294648544,-0.3072554074585918
34,376,-0.4425955187252839,-0.0026646314344058435,0.017429635425408683,0.38224721054236094,0.006276104087010026,0.06652777806545297,0.3155184903360428,0.14217137241538053,0.6830245192812613,0.31697548071873866,1.753756847000107
35,376,0.3461345773212088,0.01040816050954163,0.008788837352767587,0.38450273871421814,0.004379420046461746,0.05195312504656613,0.3708795317785537,0.15196148670093856,0.6295833916175936,0.3704166083824065,-0.4463444480005787
36,376,-0.30977424742229687,-0.0029453884810209273,0.007652109550933043,0.38320838113625844,0.00318735886636811,0.009409722313284874,0.33179827288110203,0.14887725845750738,0.6679596913144414,0.3320403086855585,-0.0630143601983677
37,376,0.02166423610469792,-0.0010150621334711711,0.01056058577572306,0.38052960435549416,0.004437762532324996,0.020243055683871112,0.3254350725799165,0.15219916135692366,0.6739338312146969,0.32606616878530303,0.3707864704394499
38,376,0.19259020502795465,-0.0006827134871855378,0.007367629806200663,0.37951232194900514,0.001169958491421615,0.016475694595525663,0.32949886629556085,0.15513898123607028,0.6706175849567426,0.3293824150432575,-0.21297825870052933
39,376,0.6530048139902647,-0.0049481200985610485,0.011585851865155357,0.3798469773360661,0.007276120429326381,0.05141369146960122,0.326639971676025,0.14972954302745367,0.6730509998616239,0.32694900013837613,-0.04631166416014898
40,376,-0.2027640259329928,-0.007603312159578005,0.011443283346792062,0.3797818809747696,0.00567128269613022,0.09940972179174423,0.3331980730624909,0.14643703616163395,0.6657171951286606,0.3342828048713394,0.6238486005461201
41,376,0.18172705580127513,-0.004216347599313373,0.010373594771538461,0.3795672484806606,0.008069353754676524,0.08598710294990312,0.3473865878074727,0.13904203921926195,0.6529733329171818,0.3470266670828182,-0.2589802245231928
42,376,-0.030414210894377902,-0.0022140234165514507,0.009177013719454407,0.37855431338151296,0.0055701377245895856,0.02536458373069763,0.31467756407057984,0.1447279782073427,0.6847544748256407,0.31524552517435944,0.27828366142087124
43,376,-0.06502520170761272,-0.005694719091816632,0.01071041022185926,0.3775102131896549,0.011519349960575777,0.0861689815711644,0.3100521645330368,0.14828776685890646,0.6898315800677014,0.3101684199322986,0.052236695447348325
44,376,-0.17889152202405967,-0.004579868509123722,0.011603700090199709,0.37730565170447034,0.009668288725273063,0.048246528239299855,0.33969044891443656,0.15789200131796166,0.6606992127398799,0.3393007872601201,-0.3404957605415949
45,376,0.13401315054215956,-0.002152912164456211,0.012019593454897403,0.3780579835176468,0.0007528715631148468,0.04145833365619182,0.273540429533162,0.1319158444247846,0.7253969389304055,0.2746030610695944,0.6678524583279066
46,376,-0.3232802732527489,-0.003012960311025381,0.012529354014744361,0.3801185478766759,0.002440665970145043,0.04192708383003871,0.25142214407629154,0.12846712161819318,0.7473204939620531,0.25267950603794687,0.741637667012363
47,376,0.5942441729275743,-0.0010464428303142389,0.009899272117763758,0.3814582844575246,0.0006513304828937787,0.03477430576458573,0.3069619281177825,0.16104994066565725,0.6926538156262397,0.3073461843737601,0.1337167688331269
48,376,0.06435864305967698,-0.004644103751828273,0.01278909370303154,0.38225928843021395,0.002260823765148719,0.07815972274790207,0.27484481139703,0.14971861129641437,0.7241670695611901,0.2758329304388098,0.6699588068669011
49,376,-0.04576015534985345,0.011148250475525857,0.010707897506654263,0.3809406280517578,0.015781288035213947,0.15406250059604645,0.30515987473599454,0.16611066884773204,0.6944516519375404,0.3055483480624595,0.10745418453677846
50,376,0.4993945179885486,0.002552887611091137,0.007925734156742692,0.3802449256181717,0.005780422035604716,0.04005208313465118,0.3544175274511601,0.1873468543118216,0.6456336153225037,0.3543663846774963,-0.27818558430043605
51,376,-0.17001911227271194,-0.005011520767584443,0.011423244855056207,0.37854047417640685,0.0024534157089268166,0.06187500059604645,0.27568349448290275,0.1611402425386845,0.7233530991914328,0.2766469008085672,0.5506523292392846
52,376,-0.004599762110046868,-0.001787644640232126,0.007164786895737052,0.3758302251497904,0.002460922432752947,0.03444444453343749,0.2696368240137049,0.14347423239775647,0.7296823392035806,0.27031766079641945,0.3582118901267408
53,376,0.23132003110185906,-0.0029688290320336818,0.008063738110164802,0.3745810737212499,0.007857519512375196,0.06623263945803046,0.3197789101841602,0.1668490029437407,0.6804283143510055,0.3195716856489945,-0.18971506023253293
54,376,-0.07943705903744558,-0.0014115560489396254,0.009173996932804584,0.37560702761014303,0.0038685057234639922,0.04961805591980616,0.3053731879496828,0.1564920847637009,0.6941346698191119,0.3058653301808881,0.11277149814883614
55,376,0.16436002191039734,-0.011092956643551588,0.009350681561045349,0.3745518885552883,0.005580832148552872,0.03522135422099382,0.33418563674104973,0.16667546692062646,0.6660108452686263,0.33398915473137364,-0.23812538158730379
56,376,-0.1221024123897223,-0.0045368428497264785,0.011587324862678846,0.37340466876824696,0.00504915058130185,0.062465277904023724,0.37139472951914404,0.16983554557002928,0.6292460014217779,0.3707539985782221,-0.4218298454580254
57,376,0.3517846879331046,-0.005575994681566954,0.01041196392228206,0.3731251577536265,0.004118975523548822,0.071336805789421,0.2901146870027197,0.14711872580810464,0.7088479260747397,0.2911520739252602,0.7200784843048296
58,376,0.06321074957668316,-0.01850493997335434,0.011023269779980183,0.37137627601623535,0.009479523124173283,0.0390625,0.2580756532384994,0.14282385546754248,0.7406645976176621,0.25933540238233777,1.0879697295809998
59,376,0.3830818737114896,-0.007161856349557638,0.011540313499669235,0.3697281926870346,0.0014232601941330358,0.05093750034769376,0.3464313352361639,0.1654355907136764,0.6535800671147622,0.34641993288523776,-0.16824362857758757
60,376,0.5610031727555906,-0.0024732500314712524,0.011221409775316715,0.368142306804657,0.006388392571049432,0.04149305603156487,0.2958259270229238,0.15095266749764125,0.7036490100487823,0.2963509899512178,0.18534373086649114
61,376,0.23068621740094386,-0.00023425999097526073,0.016238540783524512,0.3668144086996714,0.002336835200549103,0.0338888890730838,0.23967735501045875,0.1363940290368027,0.7593463665775155,0.24065363342248444,0.5199042736345307
62,376,-0.031756272925122175,-0.0065576226120659465,0.009317750933890541,0.36583208839098613,0.009911188118470212,0.06645833368723592,0.27878031443725243,0.1553618836274673,0.7208052729239385,0.2791947270760616,0.0871268298712653
63,376,-0.08287212435971014,-0.003098585301389297,0.009250441038360199,0.36683008472124734,0.005905814499904712,0.057829861404995124,0.27916951120850886,0.1714630724890567,0.7204407406230112,0.2795592593769889,0.3279827049759396
64,376,0.6060286305328191,-0.006291276232029001,0.008013303042389452,0.36661770443121594,0.009038226339422787,0.05681423656642437,0.3324283370946316,0.1862362175197388,0.6677115326350082,0.33228846736499185,-0.2820584248277238
65,376,-0.5461330913094571,0.038760251831263304,0.009547495981678367,0.3651633560657501,0.014786010840907693,0.1048177070915699,0.2079055371912236,0.14010057107416485,0.7912793615215075,0.20872063847849257,0.5890250631105025
66,376,0.23461585477707558,-0.002721891652240797,0.010134745803144243,0.3640325897269779,0.0052884107744493696,0.07330246956122143,0.2622751664132514,0.15384962104368516,0.7370014462657248,0.26299855373427516,0.36891071554385557
67,376,-0.16899368021040573,-0.006794294404486815,0.012652095748732488,0.3623840093612671,0.010187552124261857,0.09343750026697914,0.24416783967233718,0.1460863338691796,0.7554182225948634,0.24458177740513662,0.2841947716580482
68,376,0.18851935367274564,-0.016528795938938856,0.01162994303740561,0.36073559522628784,0.009192466110107489,0.05123697919771075,0.3344727712584303,0.17807887131921557,0.6658265648272519,0.3341734351727481,-0.10034654681102839
69,376,0.23060239601909416,-0.002791665952342252,0.01886883800228437,0.35945814351240796,0.002151248970767483,0.05281250048428774,0.2417273759207827,0.1519002075409306,0.7574803462719171,0.24251965372808296,0.37102451692897387
70,376,0.06022602670418564,-0.0222426600754261,0.007930299825966358,0.3590677499771118,0.018631754163652658,0.14260416701436043,0.3463207518166684,0.17797385129959487,0.6539395349862153,0.3460604650137847,-0.25094417236153277
71,376,-0.34822989066015,-0.0012575633823871612,0.01447367292518417,0.3584862917661667,-0.0007453585266678904,0.012222222393999498,0.2519230385251502,0.16378968351749126,0.7479220492399293,0.2520779507600706,0.0018975013918784978
72,376,0.21496548691294493,-0.001126725769912203,0.006300176617999872,0.35786284506320953,-0.002079650435007352,0.06324652824550867,0.2870672631295437,0.16807301299527747,0.7127051667784235,0.2872948332215764,0.06834844399533568
73,376,-0.4176238447544165,-0.0020882432193805775,0.011412617051973939,0.3556557384630044,0.005490906226138274,0.04099392339897653,0.19000679008821222,0.14834051140942064,0.8089172682476659,0.19108273175233417,0.7136884884060126
74,376,0.424050190806156,-0.004415749510129293,0.010022939213862022,0.352342630426089,0.0018937938373710494,0.05074652827655276,0.3150439661868075,0.1827265135674052,0.6848697231716145,0.3151302768283855,-0.21512681661741662
75,376,0.13783477096876595,0.0034145272026459375,0.010412485183527073,0.34882918993632,0.007310045960669716,0.09965277711550395,0.2199589507059848,0.15107634918021134,0.7793471765705101,0.22065282342948994,0.3400582207671843
76,376,-0.25739575601619435,-0.000665532797574997,0.010627401123444239,0.3483125219742457,0.000574043599772267,0.028298611442248028,0.18493315292165635,0.15069015354700488,0.8146691419336232,0.18533085806637695,0.3340453372110519
77,376,0.31063998403260484,-0.006224313299753703,0.01259244661196135,0.349765133112669,0.008364796582100098,0.07900390675058588,0.21274377381865014,0.15337314873223082,0.786687376281466,0.21331262371853396,0.2603008891217593
78,376,-0.051977036469907034,-0.002673533787442879,0.019151836295019497,0.3533442508090626,0.01034497205083343,0.08200757586481897,0.28067526086530786,0.22654385251861878,0.7193358346979858,0.2806641653020143,0.09263310301973582
79,376,0.3730274032041052,-0.0063142068684101105,0.008908342011272908,0.3544685900211334,0.0062314104055985805,0.09781250059604644,0.2610458010371695,0.21711179020168472,0.7385880704762718,0.2614119295237281,0.147269095209015
80,376,-0.044944560640942655,0.021894480736227705,0.008155052550137043,0.354855889081955,0.015240195253863931,0.16489583402872085,0.20046910603946827,0.15796911007872377,0.7989554089950359,0.20104459100496397,0.42774128317678417
81,376,0.018549913680089958,-0.0018360926448528108,0.012272776265082688,0.35532149261441726,0.005122105352147001,0.05520833380006511,0.20376302182991454,0.15136817062024457,0.7957276550472885,0.20427234495271163,0.25323396691848243
82,376,-0.23133130313362926,-0.002431277527163426,0.012678152788430453,0.35526897410551705,0.002610942515699814,0.08626736085861922,0.15668623902379197,0.1536978740616229,0.8424547830867284,0.15754521691327172,0.5476935908640952
83,376,0.2137122145286412,0.006293118931353092,0.013022422324866056,0.35584235936403275,0.02607279270887375,0.12604166567325592,0.24148544011280892,0.1802524107405077,0.7579610503387655,0.2420389496612344,0.09830719161077384
84,376,0.030390372674446553,0.0016300189308822155,0.011942073081930479,0.35606517394383747,0.007777660115001102,0.11527777711550395,0.19342203049900683,0.15207477435571023,0.8057784429223531,0.19422155707764688,0.42212908065808863
85,376,-0.13912756486570288,-0.005611283130322894,0.012499748604993026,0.35655947228272755,-0.002474320178286386,0.08569444455206394,0.16145324366206817,0.12979075888407185,0.8377495069464065,0.16225049305359351,0.47506009903022717
86,376,0.27509466727315157,-0.0002839331115995135,0.011587654506521565,0.3574975047792707,0.013345180744571345,0.08415178555463042,0.2466528907101205,0.19168263792252094,0.7530949361995164,0.24690506380048374,0.07012792146702806
87,376,-0.027876208972884342,-0.0027015332443018755,0.008711587668706973,0.3585749059915543,0.0035744924447499216,0.03480902817100286,0.24324220640862243,0.17462881263097477,0.7563159798057305,0.2436840201942694,0.1594032588913008
88,376,-0.08588890919054393,-0.001690497078622381,0.009916706942021847,0.3589246312777201,0.002272721981474509,0.04154513922209541,0.2988014853698142,0.20515937213892663,0.7015815871693893,0.2984184128306107,-0.37428048543569037
89,376,0.09027852530562086,-0.009152765977584446,0.012606040233125289,0.356773512562116,0.0010253011118038558,0.07821180572112402,0.20596141819941235,0.13982612285255452,0.7934883272791889,0.20651167272081106,0.22089827994864586
90,376,-0.050481234982726164,-0.0003321877059837182,0.011079413785288731,0.35024229089419046,0.003827813382182891,0.027708333637565374,0.2222239339446768,0.1611525931366721,0.7774161263242034,0.2225838736757965,0.051923646569633775
91,376,0.26778400377043,-0.0014828104758635163,0.012676727554450432,0.3448688218990962,0.0003339226250924791,0.03930555591359734,0.2257509636593626,0.1737167193280118,0.7740586118790294,0.22594138812097064,0.2663891475021307
92,376,-0.12821202192571945,-0.0025756720763941607,0.008195568535787364,0.3439083397388458,0.00879411177690296,0.0855034717048208,0.2400863120689037,0.16295527232432472,0.7595411792118582,0.240458820788142,0.14602089718702338
93,376,0.11116906834649853,-0.009201362449675798,0.014435638999566435,0.3435640811920166,0.007761021872283891,0.12882812493480741,0.298010777523543,0.17304198604974738,0.7021444237035062,0.29785557629649395,-0.18314774401005152
94,376,-0.061078122729668394,-0.00016277128209670386,0.013272138933340708,0.3441062817970912,0.009294391376897693,0.12343750040357311,0.23862363556598096,0.15367852960817072,0.7610536141641576,0.23894638583584227,0.061217096063295395
95,376,-0.10733246855943435,-0.005255123111419379,0.010612578907360634,0.3459133048852285,0.0026956457335472806,0.10163194431612889,0.2019245725996951,0.13971592383516102,0.7973571981071824,0.2026428018928176,0.3154577165161947
96,376,0.3604784142553399,-0.004244707462688287,0.007276791241019964,0.3481956382592519,0.008034486490457009,0.04993055599431197,0.2720933921159582,0.17315313114923186,0.727682827604324,0.27231717239567604,-0.043687941433919075
97,376,0.23211886349599808,-3.536601240436236e-05,0.00787141068528096,0.3469453473885854,0.002875259714831676,0.03369791712611914,0.293212317088817,0.2134151949383135,0.7065554851792997,0.2934445148207004,-0.1566320523290311
98,376,0.4371752145998471,-0.004749473934255851,0.013708460672448079,0.34611804187297823,0.005955833604578705,0.09272569467624028,0.2886769532998826,0.18799221916795245,0.7113393580959035,0.2886606419040964,-0.06696042586898576
99,376,0.48199619825209084,-0.0003210659526909391,0.009950204286724329,0.34340693056583405,0.0026496656151721253,0.018697916902601718,0.3100317013549044,0.20625184330424823,0.690029832833917,0.309970167166083,-0.23104304504055506
100,376,0.6066941228509677,-0.0013157787422339122,0.010128596176703772,0.34051027297973635,0.007906977025171121,0.055868056043982504,0.3316093057076982,0.23709149690871517,0.6683716571999716,0.33162834280002845,-0.37194044290101524
101,376,-0.023084530199412256,-0.003059206590815275,0.010771276187841539,0.34062007621482565,0.008558660449192824,0.06404321019848187,0.24263788426810123,0.1577722007416385,0.7568417970529541,0.24315820294704601,0.2621409027649717
102,376,0.14001006862235954,-0.0002003029997770985,0.016215394344180824,0.3428766965866089,0.0015972487395629286,0.013611111293236415,0.2085544824441697,0.13620464905021412,0.7903735070056562,0.2096264929943439,0.5174947216422467
103,376,0.33946542960984516,-0.004546904242252586,0.012211706144390282,0.34405962957276237,0.013456396527477342,0.03873456842093556,0.2998830963798026,0.19063089998812147,0.7000854612054856,0.2999145387945144,-0.12506602071381234
104,376,0.41751092701451853,-0.0030172813994189104,0.0107584192417562,0.3496205985546112,0.004724758351221681,0.06381944445893169,0.2766015616820214,0.19006123338421302,0.7229668960865809,0.27703310391341907,0.05548230538017185
105,376,-0.3252475769550074,-0.005265932012763288,0.013754100331829654,0.3514624519480599,0.007864826809964143,0.0719907410028908,0.1676153080894592,0.13523950072580324,0.8313545128962241,0.16864548710377583,0.6525349541981229
106,376,-0.6251033488370012,-0.005960929083327452,0.010108601581305266,0.35007611811161043,0.003255116471943135,0.09177083385487397,0.3078692500737119,0.2315124196801899,0.6923091955523019,0.30769080444769814,-0.2966971785675515
107,376,0.16503670747260912,-0.006988038590376769,0.007526922862355908,0.3451327035824458,0.007828253625969712,0.06831597263614336,0.26331169641715413,0.19564939534495931,0.7362608909460348,0.2637391090539653,0.0492353054480239
108,376,-0.48521753546083346,-0.002213545267780622,0.013432160175095001,0.33734715580940244,0.0006404445225295301,0.07340277815237642,0.26002957061567206,0.21112554523018356,0.7398121408234133,0.2601878591765867,-0.3075355811087328
109,376,-0.10687396648063441,-0.009521184489130974,0.01640069222247059,0.33495919000018726,0.005943314278159629,0.08101325820792805,0.2256224604838706,0.17207169377862058,0.7739661477886193,0.22603385221138067,0.18470655774404188
110,376,-0.01715530989895342,-0.0030333053010205427,0.010895813318590323,0.3358376959959666,0.003492468548938632,0.055347222338120144,0.2651490351145572,0.20369466750364346,0.7346794042559787,0.2653205957440213,-0.14356503569631363
111,376,-0.027022751251934096,-0.002899715661381682,0.012724205230673155,0.3404402663310369,-0.0006807474875434612,0.04552083360031247,0.17879503997082405,0.13164704332917262,0.8205739432730036,0.17942605672699638,0.3716402271736867
112,376,-0.024982324270013123,-0.003700404004617171,0.018992260860448532,0.34472932598807593,0.01272540357471867,0.05823863653296774,0.23821836694123896,0.18019514396024047,0.7626414479950846,0.23735855200491535,-0.20320919519976044
113,376,-0.36921119743692543,-0.0012209797006410858,0.012808568775653839,0.34792449871699016,0.0073417275615308124,0.05381944477558136,0.15474313687770924,0.1139818975408961,0.8441182853501039,0.15588171464989617,0.6752650305165626
114,376,0.1924973829445662,-0.0018302089689920347,0.012077214765465923,0.3499451412094964,0.009280133591447439,0.09079861102832688,0.2881102959050777,0.23438405940750856,0.7115632277645084,0.28843677223549175,-0.01368068626932506
115,376,-0.07538475306500914,0.00030007887010773023,0.011406182932356993,0.3497307687997818,-0.0012273504043453917,0.0925173621935149,0.20697565701730708,0.15007016748185648,0.7924362596351834,0.20756374036481665,0.1730717555212935
116,376,0.03976570848681149,-0.00012154777068644762,0.011408817116171121,0.34819618662198387,0.010694997610213856,0.11751736188307405,0.21077390015125275,0.14532094857871028,0.7888823871112106,0.21111761288878933,0.03356110370569754
117,376,-0.5426159506314434,-0.012550215825046363,0.010960796602854603,0.3459389366601643,0.0054880496433102775,0.10394736849947979,0.13785051514810703,0.10171542844676427,0.8616438293591103,0.13835617064088956,0.24014758148924775
118,376,0.18086580932504148,6.356459731856981e-05,0.0092238315846771,0.3466419329245885,0.005598814564291388,0.0871180551747481,0.16151619084337923,0.1109901682680056,0.8380111654958224,0.1619888345041776,0.20745657731560407
119,376,-0.277112754686641,-0.005669941061309406,0.009758787894887584,0.34676200577190947,0.013321419512586934,0.09717261791229248,0.1690100571735108,0.1140635786259053,0.8307208307189791,0.1692791692810209,0.02994862482716254
120,376,-0.10359080040871049,-0.007536092209629714,0.013291071765124798,0.34611888527870177,0.01250690766144544,0.07743750005960465,0.18103792431189658,0.12977839226655452,0.8186857328444765,0.18131426715552357,0.13827707843829784
121,376,-0.4133374188641028,-0.0010321951781709989,0.00854450420786937,0.3435227572917938,0.0030263157056954998,0.05440972245608767,0.17407183246092595,0.11420261746610286,0.8255383441585227,0.17446165584147744,0.13646651256707143
122,376,0.291594567381253,-0.007523542068277796,0.026838892015318076,0.3417724400758743,0.011373492629112055,0.12666666706403096,0.2518666245518847,0.1983276199406082,0.748339008418317,0.251660991581683,-0.33923868386770717
123,376,-0.24776309219487302,-0.003213346004486084,0.011402648407965899,0.34260374307632446,0.013423229625914246,0.08763020858168602,0.16378365274756512,0.11586357725003478,0.8359937243313383,0.1640062756686617,0.05165077455035205
124,376,0.30872793099842966,-0.0009446588500092427,0.011033355072140694,0.34139544864495597,0.006152960524680869,0.05355902810891469,0.21653430211417218,0.1618188218506181,0.7833684117781482,0.21663158822185194,-0.07018851308283958
125,376,-0.14794392295880243,0.0004691087679627041,0.011200659380604824,0.33987793723742166,0.00313309906826665,0.03998263922209541,0.18337973246866085,0.12106476156376333,0.8167033138838595,0.18329668611614047,-0.028442716534710755
126,376,0.08113787072943524,-0.0049493154510855675,0.014565090431521337,0.3425692081451416,0.003365172123691688,0.08078125038494667,0.18455797758825282,0.12278548916038662,0.8151558839641015,0.1848441160358984,0.04128753326806911
127,376,0.16030944023805205,-0.0029009953951058183,0.010124370901157026,0.3454801232918449,0.007773327462137272,0.054325181383477604,0.21321675355764144,0.1330679434398614,0.7869614985817137,0.21303850141828623,-0.19011929931559313
128,376,-0.25734633810316154,-0.0034572821110486983,0.010806898679584264,0.34785509705543516,0.005296805221587419,0.03760416675359011,0.14089487707044215,0.1063849112348006,0.858836928913252,0.1411630710867479,0.005719461813475046
129,376,-0.2311738992939354,-0.007804103847593069,0.010782867980500063,0.34600772658983864,-0.0010714044949660698,0.09909722255542874,0.13394584411636312,0.09292541305566604,0.8654087519870385,0.13459124801296155,0.27270703926173834
130,376,0.291704628863954,-0.0003066012014945348,0.010703459847718477,0.34456070363521574,0.0023241552458785008,0.007447916734963656,0.18762427084940544,0.12423295511940008,0.8125285571447141,0.1874714428552859,-0.13344339501470504
