episode,steps,reward_return,epsilon,avg_loss,avg_q
0,376,-339.8221577020013,0.988125,2.308758200167086,-0.9504864096593933
1,376,-269.69423712761636,0.9762183333333333,0.8084383879310174,-1.6037570331641968
2,376,-409.4334241678007,0.9643116666666667,0.011981456680161423,-2.207033397986534
3,376,-365.6441634366357,0.952405,0.008243746716501885,-2.196691114217677
4,376,-414.48886517752544,0.9404983333333333,0.011743444732038621,-2.219127246039979
5,376,-329.5319355248939,0.9285916666666667,0.015124951390812094,-2.22318198737946
6,376,-315.14388972235247,0.916685,0.8621528964846376,-1.545332771111676
7,376,-354.8846091113519,0.9047783333333334,0.17900887518338462,-1.0492714658538078
8,376,-280.0267795691798,0.8928716666666667,0.139249529962631,-1.0306468560023512
9,376,-325.19416327247745,0.880965,0.47853450340025644,-1.2947982926159463
10,376,-305.0308290570392,0.8690583333333334,0.31447388025055184,-1.0925993397039302
11,376,-259.90152767905965,0.8571516666666666,0.08114407081627584,-1.776244102006263
12,376,-159.80614861049253,0.845245,0.009833323903179956,-1.8675769155329847
13,376,-219.94329115554865,0.8333383333333333,0.011488926170289794,-1.8243169841614175
14,376,-179.36976749947644,0.8214316666666667,0.012066990982968994,-1.8181101090096412
15,376,-170.03866114315503,0.809525,0.012138648295188025,-1.7642337876431486
16,376,-269.45557502808515,0.7976183333333333,0.10232777345911327,-1.1944008884119226
17,376,-189.80834524029342,0.7857116666666667,0.0028922181966450767,-1.0450180383755805
18,376,-130.21639816305105,0.773805,0.002773417055884257,-1.059386894265388
19,376,-154.81922602383443,0.7618983333333333,0.0027127215459799158,-1.024268763892828
20,376,-10.358584402804677,0.05,0.13912310889405644,-1.1967425268698246
21,376,-5.495866290293634,0.05,0.011051213559032012,-1.7117937980814184
22,376,-44.99999997834675,0.05,0.004974858495536845,-1.653543396516049
23,376,-20.00000001117587,0.05,0.005748461895409298,-1.6396066879338407
24,376,-20.0,0.05,0.004697459564727553,-1.6198672496892037
25,376,-20.182573936879635,0.05,0.004913825509379906,-1.5903118205197313
26,376,-10.096873603950371,0.05,0.018420546840098587,-1.5050924496447786
27,376,-9.883651307813125,0.05,0.014756730875307496,-1.489564709048322
28,376,-20.22256989289599,0.05,0.014359283435004862,-1.459810421187827
29,376,-30.27528370659987,0.05,0.015483231909766278,-1.4488372501540692
30,376,-5.102171348116826,0.05,0.014584962127202667,-1.4202729241645082
31,376,-5.413076933073171,0.05,0.004319043475140674,-1.357946404117219
32,376,-9.965277893223243,0.05,0.00419599762291058,-1.3402749488645411
33,376,-4.919371423922712,0.05,0.004278643933116171,-1.3253964998937668
34,376,-0.4431909331906354,0.05,0.004402073930442442,-1.3184822697905785
35,376,-4.530001598963281,0.05,0.004478954129382978,-1.31236018620907
36,376,-10.328885249993618,0.05,0.004215967919005012,-1.272213652888511
37,376,-9.650591517332941,0.05,0.004777732583263175,-1.2530308205713616
38,376,-5.336755408316701,0.05,0.004712282476403027,-1.2433230843632779
39,376,-15.104649255772529,0.05,0.00454258319068492,-1.2323241980468973
40,376,-20.379626598849427,0.05,0.0048584897142953856,-1.2273649509916915
41,376,0.11409949972221511,0.05,0.0037547786101795474,-1.2070596474916377
42,376,0.04829944670927944,0.05,0.004475239267389468,-1.1716498379060563
43,376,-5.0234722159511875,0.05,0.004378464363052193,-1.1753241549781028
44,376,-5.082180637627368,0.05,0.004883631483027513,-1.1723578916268145
45,376,0.08306434084223868,0.05,0.0043316863657116515,-1.1624858555324533
46,376,-10.210383160515756,0.05,0.004411150172521221,-1.153407392508172
47,376,-9.826135892276397,0.05,0.004468658390675394,-1.1351581783370768
48,376,0.38933933075180216,0.05,0.005096977980816093,-1.147980586011359
49,376,-5.4271622690721415,0.05,0.004711925081674634,-1.1276760763944464
50,376,-10.457285735577026,0.05,0.004679101049600347,-1.1250143978506961
51,376,-25.217691545491107,0.05,0.005010166950090392,-1.1417575305763712
52,376,-15.170643603662029,0.05,0.005155690259577588,-1.133218081866173
53,376,-35.06248928268906,0.05,0.004569597484542681,-1.125187540783527
54,376,-19.99999997811392,0.05,0.004510207596777423,-1.109454187623998
55,376,-29.99999999627471,0.05,0.004470386553216388,-1.1149710370822157
56,376,-4.707674231380224,0.05,0.005108360842333492,-1.0950407637877668
57,376,-24.71135810549822,0.05,0.0053427821998063355,-1.0920124141142724
58,376,-10.100844883956597,0.05,0.0047224679063297215,-1.0808316817943087
59,376,-4.832730494614225,0.05,0.004673591042135624,-1.0811400944565206
60,376,-0.07688458096936279,0.05,0.004929862763210041,-1.0765261694471886
61,376,-5.007273726718267,0.05,0.004304905013804215,-1.0851521864533424
62,376,-10.317500074263057,0.05,0.004211946197059699,-1.0844667070406548
63,376,-20.324725566026835,0.05,0.0045117117073498365,-1.0860227084857352
64,376,-20.009639242901216,0.05,0.005960852030956959,-1.0750804671898802
65,376,-29.853259093142697,0.05,0.004314812587603847,-1.0756375214203875
66,376,-0.1221795501478482,0.05,0.004577679288675117,-1.057732586847975
67,376,0.38856879876441186,0.05,0.00447621009253124,-1.062764051588292
68,376,-4.812507911409785,0.05,0.0044837435831296,-1.0425947701677363
69,376,-9.941968706126913,0.05,0.005006365025845763,-1.0598895110665483
70,376,-15.18257420005925,0.05,0.004592558308510714,-1.044805112354299
71,376,-10.064601529691572,0.05,0.004899856485358311,-1.0309360948331812
72,376,0.1473176500253086,0.05,0.004461805806637673,-1.0341173871717555
73,376,0.13219847157597547,0.05,0.004570913248128218,-1.0290709309121395
74,376,0.5274446179746903,0.05,0.004971093156664791,-1.027781754256563
75,376,-9.982232873326446,0.05,0.004567701361783622,-1.0253895018646058
76,376,-0.28687036783048825,0.05,0.00482492238169219,-1.0012201692195648
77,376,0.1453416189029343,0.05,0.004486547552044206,-1.0038080144118755
78,376,-0.08767752140920493,0.05,0.004326932183949851,-1.0047708011053977
79,376,-0.07420625239683432,0.05,0.004305448822746489,-1.0011364273885464
80,376,-0.07913067027891568,0.05,0.004377172514610488,-0.9973815752470747
81,376,0.17139205486455467,0.05,0.0038526999549581076,-0.9692969932518107
82,376,0.31878192610859846,0.05,0.00418585538910578,-0.9644314080793807
83,376,-5.2426101827732055,0.05,0.003849548052072505,-0.9779418104506553
84,376,-0.15497772541129962,0.05,0.004126430633713174,-0.9639320130994979
85,376,-5.189526667177906,0.05,0.004437123421589507,-0.9560315328392577
86,376,0.07807243807474151,0.05,0.0043928139840569745,-0.9562413773321091
87,376,-0.065206391056563,0.05,0.00428492987532778,-0.951028103365543
88,376,0.14200552835844277,0.05,0.0037468028226322397,-0.9488615740803962
89,376,0.25188164879796204,0.05,0.0042452658001801615,-0.944297618529898
90,376,-0.43366653927841914,0.05,0.004004018713764728,-0.9384382493952488
91,376,-4.7550598188872755,0.05,0.004169897621552004,-0.9382022625588357
92,376,-5.3928287395247025,0.05,0.00443271492041915,-0.9247605461389461
93,376,-10.183402890080856,0.05,0.004193505381563421,-0.9360418237270193
94,376,0.02270528574735023,0.05,0.004114337789670049,-0.9234920102865138
95,376,0.03587738047593647,0.05,0.004367052933648278,-0.9231818556151492
96,376,0.17926569368535228,0.05,0.004226111723797426,-0.9151865416701804
97,376,-0.029137076351616997,0.05,0.004443209838466421,-0.9095090266237867
98,376,0.025234710284581935,0.05,0.004002711853938811,-0.9063156580037259
99,376,0.1216916461701617,0.05,0.0037361660661383907,-0.916414480260078
100,376,-0.3290924836197649,0.05,0.004308179105406608,-0.9104286118390712
101,376,0.07098341202072345,0.05,0.004084761828516035,-0.8996553121412054
102,376,-0.1341473344159257,0.05,0.003864499397094094,-0.8910940983828078
103,376,-5.276978465059074,0.05,0.004408505749876334,-0.8959005226163154
104,376,-5.1690568713362,0.05,0.004450714665507165,-0.8954722645117882
105,376,0.16919600198971074,0.05,0.003951704417518836,-0.8956285405983316
106,376,0.13387063071854755,0.05,0.004288331609983443,-0.8864012962960183
107,376,0.28646001874193316,0.05,0.00414830886423241,-0.8910631597676175
108,376,0.14513854073455956,0.05,0.003792085865341583,-0.8864375432120993
109,376,-0.08619899628380884,0.05,0.004241432221804528,-0.8918809060086595
