episode,steps,episode_return,epsilon,avg_loss,avg_q
0,376,2151.5,0.02,21.280207246276674,1.3574204764333042
1,376,186.0,0.02,41.771409902166816,13.994618159659366
2,376,2200.5,0.02,50.48685233390078,12.666838940153731
3,376,2205.0,0.02,47.36582432909215,13.668258550319266
4,376,2109.5,0.02,47.81498571406019,13.972842995156633
5,376,2334.5,0.02,46.0053030227093,14.483422733367757
6,376,1838.0,0.02,47.53534309914772,23.7749583949434
7,376,2121.5,0.02,47.30276535419708,23.90842057796235
8,376,1329.0,0.02,44.69800721838119,23.95599790329629
9,376,2134.5,0.02,44.366047940355664,23.988380467638056
10,376,1482.5,0.02,43.90114335810885,24.017169079882034
11,376,2454.5,0.02,49.215979591329045,33.34323292082929
12,376,2225.0,0.02,46.27764693726885,33.460561387082365
13,376,2044.0,0.02,44.66617640535882,33.68380468449694
14,376,1577.0,0.02,44.260172438114246,33.58705343084132
15,376,2077.5,0.02,43.93521642177663,33.73239256980571
16,376,2228.0,0.02,48.71162560138296,42.54530418680069
17,376,1107.5,0.02,45.60467519658677,42.62074537480131
18,376,2101.5,0.02,45.21404955742207,42.36379876035325
19,376,664.5,0.02,45.34826935098526,42.4458714647496
20,376,1999.0,0.02,45.68407325034446,42.21523452312388
21,376,1388.0,0.02,54.205305921270494,51.27622737275793
22,376,1832.0,0.02,54.92954721856624,51.4462374626322
23,376,1383.0,0.02,51.66553810809521,51.527747357145266
24,376,1278.0,0.02,52.259156714094445,51.01435996116476
25,376,2263.5,0.02,51.29367019775066,51.23502783065147
26,376,1710.0,0.02,62.47952415588054,60.18793453054225
27,376,2068.0,0.02,57.05728677993125,60.21258375492502
28,376,1659.0,0.02,59.556732583553234,60.442298970323925
29,376,1593.5,0.02,55.675849392059,60.644733530409795
30,376,1356.5,0.02,54.509895537761935,60.302517464820376
31,376,2203.0,0.02,68.08658430931416,67.39895178409333
32,376,2039.5,0.02,67.70889265486535,67.4756213350499
33,376,1372.0,0.02,69.28318524360657,67.83866183301235
34,376,2255.0,0.02,68.69137838546266,67.65187008837437
35,376,2178.5,0.02,67.68069541200678,67.50001084550898
36,376,2059.5,0.02,78.38627726980981,73.9409630653706
37,376,2409.0,0.02,75.50906019515179,74.24300643231007
38,376,2018.5,0.02,76.70225409243969,74.33326672493143
39,376,2568.5,0.02,77.64959437289137,74.33475585694009
40,376,2227.5,0.02,77.4480412260015,74.1368288080743
41,376,2183.5,0.02,97.78807209907694,84.18368808259355
42,376,1807.0,0.02,92.95318076965657,84.30880183361947
43,376,1755.0,0.02,92.45436313304495,83.97348531763605
44,376,1145.0,0.02,90.95595712864653,83.7289205713475
45,376,2054.5,0.02,90.4899943382182,84.07021159314095
46,376,1260.0,0.02,113.52967900418221,91.42527482864705
47,376,1543.5,0.02,110.30479419992325,91.33267011033728
48,376,2238.0,0.02,103.03161365935144,91.31590536807445
49,376,2278.5,0.02,101.51385083097092,91.65141010284424
