episode,steps,reward_return,epsilon,avg_loss,avg_q
0,376,-339.82791998493485,0.988125,2.3367678768718587,-0.9849459248990677
1,376,-269.69423712761636,0.9762183333333333,2.1228543681667205,-0.9859000373076885
2,376,-404.443437655922,0.9643116666666667,2.0860829860606094,-0.9574481458105939
3,376,-345.4638724701972,0.952405,2.1622656472819917,-1.007438137493235
4,376,-379.47788173110166,0.9404983333333333,2.1180043283929217,-1.0049619005715593
5,376,-289.5375873984915,0.9285916666666667,2.1201732960787227,-1.0035064204576167
6,376,-295.1408315924673,0.916685,2.125319072857816,-0.9808593107030746
7,376,-309.2165965545573,0.9047783333333334,2.072768621305202,-0.9471126542763507
8,376,-215.14233972607326,0.8928716666666667,2.062749578914744,-0.9299348354973691
9,376,-294.99618661270915,0.880965,2.031156392173564,-0.8917454351136025
10,376,-250.2110498636248,0.8690583333333334,2.0551881444581013,-0.9228123974926928
11,376,-289.94860440667253,0.8571516666666666,1.9902079111718116,-0.876737226989675
12,376,-199.72206568351612,0.845245,1.955083857508416,-0.8721731145806769
13,376,-244.71228363606497,0.8333383333333333,1.949416830501658,-0.8455892466008663
14,376,-219.52086943850736,0.8214316666666667,1.978010338354618,-0.8663738336651883
15,376,-195.08501860513206,0.809525,1.941354125738144,-0.8450610347567721
16,376,-279.61269635229837,0.7976183333333333,1.9083941252307688,-0.8154624648233677
17,376,-214.75877407967346,0.7857116666666667,1.885169138775227,-0.7893001820020219
18,376,-180.090656615037,0.773805,1.8755135896041037,-0.812826063404692
19,376,-185.2279465712289,0.7618983333333333,1.8652091769778982,-0.7884714356128205
20,376,-229.77388428131235,0.7499916666666666,1.8424740411499714,-0.7750226910761062
21,376,-150.19323903953773,0.738085,1.836066299454963,-0.7717227097204391
22,376,-165.29295035999937,0.7261783333333334,1.8121600100334654,-0.7478255504306327
23,376,-179.6176515718366,0.7142716666666666,1.802787980183642,-0.7408902218684237
24,376,-165.37550098678548,0.702365,1.7665568832704361,-0.72085748628733
25,376,-144.6434664575063,0.6904583333333334,1.7836370751895803,-0.7439256799506381
26,376,-264.34104097646195,0.6785516666666667,1.769174094212816,-0.720107412401666
27,376,-200.0783740687475,0.666645,1.755335846162857,-0.7166985913001477
28,376,-165.29716908504633,0.6547383333333334,1.7169459389245256,-0.6958343413598994
29,376,-194.762924170416,0.6428316666666667,1.723135823740604,-0.7014797157905204
30,376,-145.32889247565618,0.630925,1.726305306433363,-0.7058256359652002
31,376,-180.08356055401347,0.6190183333333333,1.675056536463981,-0.6841835013412415
32,376,-209.76164261073552,0.6071116666666667,1.6656871303281886,-0.6846072027816418
33,376,-174.56851771055938,0.595205,1.6885167387254694,-0.6895758007118042
34,376,-119.73769718912695,0.5832983333333334,1.6459332351037796,-0.6709053754172427
35,376,-155.01371899991562,0.5713916666666667,1.6409731274272532,-0.6688564878670459
36,376,-144.83798763051163,0.559485,1.6403641318704218,-0.6424142169825574
37,376,-130.2807768266939,0.5475783333333333,1.6850827398135306,-0.6504936600302128
38,376,-114.77740819404426,0.5356716666666667,1.6113215294924188,-0.6259434016302545
39,376,-79.99606636823086,0.523765,1.6288325479055972,-0.6345851774862472
40,376,-150.066015312761,0.5118583333333333,1.5965162900851129,-0.631308486169957
41,376,-54.37705512493496,0.4999516666666667,1.5653526174261214,-0.6023103681967613
42,376,-100.23873466454017,0.48804499999999995,1.535951353768085,-0.5808412151292284
43,376,-89.8179416355415,0.47613833333333333,1.5456824564236276,-0.5965040034832473
44,376,-135.15236711342004,0.4642316666666667,1.5419806971194896,-0.5699776918330091
45,376,-100.50165614611129,0.452325,1.5263162570747923,-0.5648713352039774
46,376,-100.35377022028842,0.44041833333333336,1.5226799550842731,-0.5534239060225639
47,376,-65.08397552130918,0.4285116666666666,1.4835662066619446,-0.5366034842234977
48,376,-65.57102748203033,0.416605,1.4730612389901852,-0.5471113744251271
49,376,-64.99889161246082,0.40469833333333327,1.4954908005100616,-0.5594579034108431
50,376,-55.11081172445847,0.39279166666666665,1.4584101195982162,-0.5331398295833075
51,376,-99.41385582254588,0.38088500000000003,1.4340237585153985,-0.5249998598418971
52,376,-19.98742527727518,0.3689783333333334,1.393230638129914,-0.49243195826544406
53,376,-34.96193960245819,0.3570716666666668,1.385793148678668,-0.49081363330813166
54,376,-34.61057355372759,0.34516500000000006,1.387846696091459,-0.49363499546938755
55,376,-44.76477901238832,0.33325833333333343,1.3959677468271965,-0.4988438336852383
56,376,-70.39297514248756,0.3213516666666667,1.3825972174551893,-0.4924338819815757
57,376,-50.227513823519985,0.3094450000000001,1.3210143433447847,-0.4757732324539981
58,376,-50.092228976497886,0.29753833333333335,1.3371655736514863,-0.4745960394515002
59,376,-25.52025448853965,0.28563166666666673,1.3328510776479194,-0.4806686010449491
60,376,-39.64697963997391,0.2737250000000001,1.2983254944866007,-0.45911063452033285
61,376,-34.952817836434406,0.2618183333333334,1.3072019729049915,-0.4736603773099945
62,376,-139.72302089227014,0.24991166666666675,1.2896883310155665,-0.45844094966478804
63,376,-30.02062356811663,0.23800500000000002,1.287652534373263,-0.46131164481506703
64,376,-30.056806159885365,0.2260983333333334,1.2268715060137687,-0.43665996368261095
65,376,-29.966310309242424,0.21419166666666667,1.2277423539694319,-0.43613924835115037
66,376,-34.98845399542148,0.20228500000000005,1.2352337903798896,-0.42732282288055473
67,376,-9.164961453601666,0.19037833333333343,1.1908496839410447,-0.41457076893841965
68,376,0.456221029407075,0.1784716666666667,1.2020278056251241,-0.420508686928673
69,376,-5.441159145578695,0.16656500000000007,1.1578040173713198,-0.4029217832424539
70,376,-20.182574162959334,0.15465833333333334,1.1663884785264096,-0.41074956176762883
71,376,-5.154225862932485,0.14275166666666672,1.1609587685224858,-0.4092259227912477
72,376,-9.98831991959429,0.130845,1.128325065716784,-0.394506143168249
73,376,-9.516523824961407,0.11893833333333337,1.1294677815142464,-0.3970953394520156
74,376,-19.820647356541656,0.10703166666666675,1.1084263166214556,-0.3874232507647669
75,376,-5.278994754944506,0.09512500000000002,1.0882535117103698,-0.3717838439773372
76,376,-5.4032703324881926,0.0832183333333334,1.1197888530156714,-0.39378770292201576
77,376,-9.81132683690521,0.07131166666666666,1.0685437307395833,-0.3712121394879006
78,376,-4.83888709362509,0.05940500000000004,1.0956985053626147,-0.384955694106348
79,376,-0.18257414467176736,0.05,1.0656482663718945,-0.3728485596068996
80,376,-4.68189013729943,0.05,1.0488101316893355,-0.37907026214723255
81,376,-14.751088325382138,0.05,1.0558592310135668,-0.36436159607577834
82,376,-0.09759920153010171,0.05,1.0213778253565444,-0.34712167195183163
83,376,-0.2263676892616786,0.05,0.9835754284991863,-0.32902588837958396
84,376,0.14201758134231568,0.05,0.9925817456096411,-0.331691262579741
85,376,0.41570893401606823,0.05,0.9780705902883982,-0.32384965212104166
86,376,-0.4264352824789057,0.05,0.9664408562982336,-0.33001471071087934
87,376,0.0538613064127276,0.05,0.975400877720181,-0.3247881332372731
88,376,-0.06551033037508425,0.05,0.9146554740740264,-0.31446355494095923
89,376,-0.12910342048417078,0.05,0.947265974701719,-0.31190151854992865
90,376,-0.4192318972449222,0.05,0.9470425059503698,-0.3205047026078435
91,376,0.004227107943734154,0.05,0.9156846071573648,-0.28640853582901205
92,376,-0.4310444318543887,0.05,0.9064218449069464,-0.27910472162345307
93,376,-9.835373936231917,0.05,0.908589221418221,-0.27901996462110507
94,376,-0.1793989201905788,0.05,0.9043689262756007,-0.2804386666480531
