algo,fold_id,runs,oos_sharpe_mean,oos_sharpe_std,oos_return_pct_mean,oos_return_pct_std,oos_reward_mean,oos_reward_std,is_sharpe_mean,is_sharpe_std
d3qn,f1,1,0.9583213705212729,0.0,76.3264463202409,0.0,-1.5952304913377724,0.0,0.78630618611741,0.0
