Date,Price,Open,High,Low,Vol.,Change %
"Jan 07, 2024","43,929.02","43,968.32","44,480.59","43,572.09",23.02K,-0.09%
"Jan 06, 2024","43,968.32","44,145.12","44,214.42","43,397.05",17.84K,-0.40%
"Jan 05, 2024","44,145.11","44,151.1","44,357.46","42,450",48.08K,-0.01%
"Jan 04, 2024","44,151.1","42,845.23","44,729.58","42,613.77",48.04K,3.05%
"Jan 03, 2024","42,845.23","44,946.91","45,500","40,750",81.19K,-4.68%
"Jan 02, 2024","44,946.91","44,179.55","45,879.63","44,148.34",65.15K,1.74%
"Jan 01, 2024","44,179.55","42,283.58","44,184.1","42,180.77",27.17K,4.48%
"Dec 31, 2023","42,283.58","42,140.29","42,899","41,965.84",23.59K,0.34%
"Dec 30, 2023","42,140.28","42,066.94","42,612.32","41,520.3",22.91K,0.17%
"Dec 29, 2023","42,066.95","42,563.76","43,111","41,300",42.60K,-1.17%
"Dec 28, 2023","42,563.76","43,428.86","43,787.57","42,241.79",35.15K,-1.99%
"Dec 27, 2023","43,428.85","42,508.93","43,677","42,098.69",36.19K,2.16%
"Dec 26, 2023","42,508.93","43,576.12","43,592.68","41,637.6",41.01K,-2.45%
"Dec 25, 2023","43,576.13","42,991.5","43,802.32","42,720.43",27.02K,1.36%
"Dec 24, 2023","42,991.5","43,702.15","43,946","42,500",25.14K,-1.63%
"Dec 23, 2023","43,702.16","43,969.04","43,988.68","43,291.1",16.56K,-0.61%
"Dec 22, 2023","43,969.04","43,861.79","44,398.26","43,412.54",32.78K,0.24%
"Dec 21, 2023","43,861.8","43,668.92","44,242.35","43,286.72",34.62K,0.44%
"Dec 20, 2023","43,668.93","42,275.99","44,283","42,206",48.71K,3.29%
"Dec 19, 2023","42,275.99","42,657.8","43,497","41,811.1",40.93K,-0.90%
"Dec 18, 2023","42,657.8","41,374.64","42,757.81","40,542.93",46.73K,3.10%
"Dec 17, 2023","41,374.65","42,278.02","42,424.07","41,252",27.72K,-2.14%
"Dec 16, 2023","42,278.03","41,940.29","42,724.43","41,605",24.12K,0.81%
"Dec 15, 2023","41,940.3","43,022.26","43,080.81","41,666",33.42K,-2.51%
"Dec 14, 2023","43,022.26","42,869.03","43,420","41,400",42.05K,0.36%
"Dec 13, 2023","42,869.03","41,492.38","43,475.2","40,555",45.87K,3.32%
"Dec 12, 2023","41,492.39","41,253.41","42,104.12","40,680",42.72K,0.58%
"Dec 11, 2023","41,253.4","43,789.5","43,804.5","40,222",76.66K,-5.79%
"Dec 10, 2023","43,789.51","43,713.59","44,049","43,563",18.96K,0.17%
"Dec 09, 2023","43,713.6","44,171","44,358.02","43,584.51",24.93K,-1.04%
"Dec 08, 2023","44,170.99","43,273.15","44,700","43,081.1",42.90K,2.07%
"Dec 07, 2023","43,273.14","43,762.69","44,047.33","42,821.1",47.10K,-1.12%
"Dec 06, 2023","43,762.69","44,073.82","44,297.21","43,335.28",51.43K,-0.70%
"Dec 05, 2023","44,073.32","41,991.1","44,488","41,414",67.49K,4.96%
"Dec 04, 2023","41,991.1","39,972.26","42,420","39,972.26",79.27K,5.05%
"Dec 03, 2023","39,972.26","39,450.35","40,250","39,274.86",26.71K,1.32%
"Dec 02, 2023","39,450.35","38,682.51","39,717.14","38,641.61",26.70K,1.98%
"Dec 01, 2023","38,682.52","37,723.97","38,999","37,615.86",43.42K,2.54%
"Nov 30, 2023","37,723.96","37,854.65","38,145.85","37,500",24.74K,-0.35%
"Nov 29, 2023","37,854.64","37,818.88","38,450","37,570",32.99K,0.09%
"Nov 28, 2023","37,818.87","37,242.7","38,377","36,868.41",37.54K,1.55%
"Nov 27, 2023","37,242.7","37,447.42","37,569.23","36,707",30.00K,-0.55%
"Nov 26, 2023","37,447.43","37,780.67","37,814.63","37,150",21.26K,-0.88%
"Nov 25, 2023","37,780.67","37,713.57","37,888","37,591.1",11.40K,0.18%
"Nov 24, 2023","37,713.57","37,294.27","38,414","37,251.51",44.68K,1.12%
"Nov 23, 2023","37,294.28","37,408.35","37,653.44","36,870",23.83K,-0.30%
"Nov 22, 2023","37,408.34","35,741.65","37,861.1","35,632.01",45.05K,4.66%
"Nov 21, 2023","35,741.65","37,448.79","37,649.44","35,735",47.65K,-4.56%
"Nov 20, 2023","37,448.78","37,359.85","37,750","36,677",36.02K,0.24%
"Nov 19, 2023","37,359.86","36,568.11","37,500","36,384.02",21.25K,2.17%
"Nov 18, 2023","36,568.1","36,613.91","36,845.49","36,178.58",17.10K,-0.13%
"Nov 17, 2023","36,613.92","36,163.51","36,800","35,861.1",38.28K,1.25%
"Nov 16, 2023","36,163.51","37,858.2","37,929.54","35,500",47.49K,-4.48%
"Nov 15, 2023","37,858.2","35,551.2","37,980","35,360",53.57K,6.49%
"Nov 14, 2023","35,551.19","36,462.93","36,744","34,800",45.50K,-2.50%
"Nov 13, 2023","36,462.93","37,064.13","37,417.99","36,333",32.80K,-1.62%
"Nov 12, 2023","37,064.13","37,129.99","37,222.22","36,731.1",17.69K,-0.18%
"Nov 11, 2023","37,130","37,301.63","37,408.26","36,666.93",22.98K,-0.46%
"Nov 10, 2023","37,301.63","36,701.1","37,526","36,324.71",43.41K,1.64%
"Nov 09, 2023","36,701.09","35,624.72","37,972.24","35,534.05",82.54K,3.02%
"Nov 08, 2023","35,624.72","35,399.13","36,106","35,100",33.40K,0.64%
"Nov 07, 2023","35,399.12","35,046.09","35,888","34,523.06",38.69K,1.01%
"Nov 06, 2023","35,046.09","35,011.89","35,276.33","34,725.9",22.35K,0.10%
"Nov 05, 2023","35,011.88","35,062.06","35,380","34,448",24.53K,-0.14%
"Nov 04, 2023","35,062.07","34,716.78","35,255","34,585.18",18.38K,0.99%
"Nov 03, 2023","34,716.78","34,941.58","34,946.5","34,120",39.07K,-0.64%
"Nov 02, 2023","34,941.59","35,421.43","35,984.99","34,300",48.02K,-1.35%
"Nov 01, 2023","35,421.43","34,639.78","35,582","34,097.39",53.47K,2.26%
"Oct 31, 2023","34,639.77","34,474.74","34,720.49","34,025",32.74K,0.48%
"Oct 30, 2023","34,474.73","34,525.88","34,856","34,062.84",33.66K,-0.15%
"Oct 29, 2023","34,525.89","34,081.01","34,750.11","33,930",20.69K,1.31%
"Oct 28, 2023","34,081","33,892.01","34,493.33","33,860",16.88K,0.56%
"Oct 27, 2023","33,892.02","34,151.66","34,245","33,390.95",32.33K,-0.76%
"Oct 26, 2023","34,151.66","34,496.05","34,824.13","33,751",39.74K,-1.00%
"Oct 25, 2023","34,496.05","33,922.73","35,132.85","33,679.05",54.89K,1.69%
"Oct 24, 2023","33,922.73","33,069.99","35,280","32,832.34",115.27K,2.58%
"Oct 23, 2023","33,069.99","29,992.46","34,741.91","29,883.6",93.51K,10.26%
"Oct 22, 2023","29,992.46","29,909.8","30,248","29,640",22.85K,0.28%
"Oct 21, 2023","29,909.8","29,669.05","30,379.99","29,464.77",27.52K,0.81%
"Oct 20, 2023","29,669.04","28,713.71","30,207.55","28,578.29",59.42K,3.33%
"Oct 19, 2023","28,713.71","28,320","28,916.89","28,100.66",35.90K,1.39%
"Oct 18, 2023","28,320","28,395.91","28,982.36","28,142.87",32.16K,-0.27%
"Oct 17, 2023","28,395.91","28,500.77","28,613.65","28,069.32",38.43K,-0.37%
"Oct 16, 2023","28,500.78","27,154.14","30,000","27,112.66",78.40K,4.96%
"Oct 15, 2023","27,154.15","26,852.48","27,293.33","26,808.25",15.27K,1.12%
"Oct 14, 2023","26,852.48","26,862","26,989.58","26,789",10.42K,-0.04%
"Oct 13, 2023","26,862","26,759.63","27,130","26,685",24.12K,0.38%
"Oct 12, 2023","26,759.63","26,875.52","26,947.04","26,555",23.43K,-0.43%
"Oct 11, 2023","26,875.52","27,390.12","27,477.39","26,538.66",37.35K,-1.88%
"Oct 10, 2023","27,390.12","27,590.12","27,735","27,298",22.78K,-0.72%
"Oct 09, 2023","27,590.12","27,917.06","27,987.93","27,260",31.53K,-1.17%
"Oct 08, 2023","27,917.05","27,956.67","28,095.14","27,687.5",19.69K,-0.14%
"Oct 07, 2023","27,956.67","27,931.1","28,029.67","27,842.08",13.35K,0.09%
"Oct 06, 2023","27,931.09","27,410.39","28,295","27,175.94",37.98K,1.90%
"Oct 05, 2023","27,410.39","27,778.57","28,120.39","27,352",30.68K,-1.33%
"Oct 04, 2023","27,778.57","27,426.45","27,839.72","27,202",29.82K,1.28%
"Oct 03, 2023","27,426.46","27,494.51","27,676.52","27,160.5",28.93K,-0.25%
"Oct 02, 2023","27,494.51","27,992.58","28,580","27,281.44",57.07K,-1.78%
"Oct 01, 2023","27,992.57","26,962.57","28,065.51","26,954.09",24.60K,3.82%
"Sep 30, 2023","26,962.56","26,906.96","27,094.99","26,886.31",12.80K,0.21%
"Sep 29, 2023","26,906.96","27,021.39","27,244.89","26,665.16",28.48K,-0.42%
"Sep 28, 2023","27,021.39","26,373","27,308.48","26,342.4",44.52K,2.46%
"Sep 27, 2023","26,372.99","26,221.68","26,850","26,112.06",34.77K,0.58%
"Sep 26, 2023","26,221.67","26,304.8","26,397.46","26,088.34",18.50K,-0.32%
"Sep 25, 2023","26,304.81","26,248.39","26,446.15","25,990.46",26.27K,0.21%
"Sep 24, 2023","26,248.38","26,575.97","26,738.54","26,122.08",15.71K,-1.23%
"Sep 23, 2023","26,575.96","26,580.14","26,632.81","26,509",9.44K,-0.02%
"Sep 22, 2023","26,580.14","26,568.08","26,743.38","26,468.77",18.20K,0.05%
"Sep 21, 2023","26,568.08","27,125.01","27,159.6","26,377.7",34.48K,-2.05%
"Sep 20, 2023","27,125","27,210.25","27,388.63","26,800",34.21K,-0.31%
"Sep 19, 2023","27,210.26","26,762.5","27,483.57","26,667.79",36.19K,1.67%
"Sep 18, 2023","26,762.51","26,527.5","27,409","26,377.35",43.00K,0.89%
"Sep 17, 2023","26,527.51","26,559.67","26,623.25","26,399",13.00K,-0.12%
"Sep 16, 2023","26,559.67","26,599.99","26,777","26,445",13.96K,-0.15%
"Sep 15, 2023","26,600","26,522.73","26,888","26,224",26.23K,0.29%
"Sep 14, 2023","26,522.73","26,222","26,860.49","26,126.77",38.33K,1.15%
"Sep 13, 2023","26,222","25,840.1","26,405.22","25,764.17",31.61K,1.48%
"Sep 12, 2023","25,840.1","25,162.53","26,567","25,131.48",56.43K,2.69%
"Sep 11, 2023","25,162.52","25,841.6","25,900.69","24,901",41.68K,-2.63%
"Sep 10, 2023","25,841.61","25,901.6","26,033.66","25,570.57",18.74K,-0.23%
"Sep 09, 2023","25,901.61","25,910.5","25,945.09","25,796.64",10.98K,-0.03%
"Sep 08, 2023","25,910.5","26,255","26,445.5","25,647.26",29.00K,-1.31%
"Sep 07, 2023","26,255","25,759.95","26,443.14","25,615.38",27.69K,1.92%
"Sep 06, 2023","25,759.95","25,792.11","26,040","25,372.51",27.26K,-0.12%
"Sep 05, 2023","25,792.1","25,826.03","25,915.49","25,562.62",21.32K,-0.13%
"Sep 04, 2023","25,826.02","25,971.21","26,108.02","25,631.21",21.78K,-0.56%
"Sep 03, 2023","25,971.21","25,869.52","26,135","25,800",17.47K,0.39%
"Sep 02, 2023","25,869.51","25,805.04","25,987.5","25,752.47",16.25K,0.25%
"Sep 01, 2023","25,805.05","25,940.77","26,156","25,333.75",41.03K,-0.52%
"Aug 31, 2023","25,940.78","27,299.99","27,587.51","25,655.01",51.03K,-4.98%
"Aug 30, 2023","27,299.99","27,716.34","27,768.57","27,017.24",35.45K,-1.50%
"Aug 29, 2023","27,716.34","26,120","28,142.85","25,922",74.25K,6.11%
"Aug 28, 2023","26,120","26,101.78","26,253.99","25,864.5",22.69K,0.07%
"Aug 27, 2023","26,101.77","26,017.38","26,182.23","25,966.11",12.10K,0.32%
"Aug 26, 2023","26,017.37","26,060","26,125.77","25,985.92",10.02K,-0.16%
"Aug 25, 2023","26,060.01","26,180.05","26,314.05","25,777.15",27.75K,-0.46%
"Aug 24, 2023","26,180.05","26,432.71","26,577.87","25,864",30.21K,-0.96%
"Aug 23, 2023","26,432.72","26,055.99","26,819.27","25,812.82",44.02K,1.45%
"Aug 22, 2023","26,056","26,126.92","26,139.42","25,300",34.25K,-0.27%
"Aug 21, 2023","26,126.92","26,190","26,258.42","25,812",30.27K,-0.24%
"Aug 20, 2023","26,189.99","26,100.01","26,299","25,971.05",19.06K,0.34%
"Aug 19, 2023","26,100.01","26,054","26,281","25,801.09",26.16K,0.18%
"Aug 18, 2023","26,054","26,623.41","26,832.6","25,619",69.79K,-2.14%
"Aug 17, 2023","26,623.41","28,730.51","28,783.48","25,166",100.27K,-7.33%
"Aug 16, 2023","28,730.51","29,200.01","29,259.85","28,723.08",33.00K,-1.61%
"Aug 15, 2023","29,200","29,430.92","29,499.26","29,059.6",27.50K,-0.78%
"Aug 14, 2023","29,430.93","29,303.85","29,695.32","29,102.45",31.44K,0.43%
"Aug 13, 2023","29,303.84","29,430.18","29,474.65","29,272.32",11.10K,-0.43%
"Aug 12, 2023","29,430.17","29,426.02","29,481.35","29,381.56",8.97K,0.01%
"Aug 11, 2023","29,426.03","29,455.76","29,564.52","29,252.45",20.64K,-0.10%
"Aug 10, 2023","29,455.75","29,581.99","29,738","29,320.2",23.46K,-0.43%
"Aug 09, 2023","29,581.99","29,770.41","30,160","29,376.67",38.00K,-0.63%
"Aug 08, 2023","29,770.42","29,211.06","30,244","29,146.45",45.70K,1.91%
"Aug 07, 2023","29,211.06","29,088.43","29,276.78","28,701.03",30.97K,0.42%
"Aug 06, 2023","29,088.42","29,072.13","29,205.09","28,991.88",13.18K,0.06%
"Aug 05, 2023","29,072.13","29,114","29,152.23","28,978.64",11.65K,-0.14%
"Aug 04, 2023","29,113.99","29,193.65","29,333.08","28,807.54",23.55K,-0.27%
"Aug 03, 2023","29,193.64","29,186","29,433.33","28,968",26.48K,0.03%
"Aug 02, 2023","29,186.01","29,705.99","30,047.5","28,927.5",48.18K,-1.75%
"Aug 01, 2023","29,705.99","29,232.26","29,739.25","28,585.7",44.72K,1.62%
"Jul 31, 2023","29,232.25","29,281.09","29,530","29,101.8",22.61K,-0.17%
"Jul 30, 2023","29,281.09","29,352.9","29,449","29,033.24",15.71K,-0.24%
"Jul 29, 2023","29,352.9","29,314.14","29,406.92","29,256.18",10.85K,0.13%
"Jul 28, 2023","29,314.14","29,222.78","29,542.22","29,123.12",23.99K,0.31%
"Jul 27, 2023","29,222.78","29,351.95","29,567.49","29,083.85",22.48K,-0.44%
"Jul 26, 2023","29,351.96","29,228.91","29,690","29,096.94",33.93K,0.42%
"Jul 25, 2023","29,228.91","29,176.5","29,376","29,047.65",21.57K,0.18%
"Jul 24, 2023","29,176.5","30,083.75","30,099.58","28,861.9",39.63K,-3.02%
"Jul 23, 2023","30,083.75","29,793.99","30,350","29,730",18.29K,0.97%
"Jul 22, 2023","29,794","29,901.72","29,999","29,625.1",14.66K,-0.36%
"Jul 21, 2023","29,901.72","29,800","30,061.7","29,726.34",23.88K,0.34%
"Jul 20, 2023","29,800","29,909.21","30,417.46","29,570.96",37.54K,-0.37%
"Jul 19, 2023","29,909.21","29,859.14","30,189.09","29,761.96",25.66K,0.17%
"Jul 18, 2023","29,859.13","30,138.01","30,239.78","29,512",30.00K,-0.93%
"Jul 17, 2023","30,138","30,232","30,336.96","29,659.2",30.88K,-0.31%
"Jul 16, 2023","30,231.99","30,289.52","30,441.46","30,064.29",15.76K,-0.19%
"Jul 15, 2023","30,289.52","30,312","30,390.9","30,200",14.12K,-0.07%
"Jul 14, 2023","30,312.01","31,454.23","31,630","29,900",60.75K,-3.63%
"Jul 13, 2023","31,454.23","30,380","31,804.2","30,251",70.77K,3.54%
"Jul 12, 2023","30,380","30,622.1","30,983.25","30,210",38.11K,-0.79%
"Jul 11, 2023","30,622.1","30,411.57","30,813.63","30,300",28.48K,0.69%
"Jul 10, 2023","30,411.57","30,160.71","31,045.78","29,950",41.26K,0.83%
"Jul 09, 2023","30,160.71","30,284.63","30,445.52","30,061.12",15.39K,-0.41%
"Jul 08, 2023","30,284.63","30,344.7","30,386.81","30,044.47",13.09K,-0.20%
"Jul 07, 2023","30,344.7","29,895.42","30,449","29,701.02",34.07K,1.50%
"Jul 06, 2023","29,895.43","30,504.8","31,500","29,850.45",71.32K,-2.00%
"Jul 05, 2023","30,504.81","30,766.52","30,878.07","30,200",33.22K,-0.85%
"Jul 04, 2023","30,766.51","31,156.2","31,350.69","30,620",33.21K,-1.25%
"Jul 03, 2023","31,156.2","30,617.02","31,380","30,570.27",43.76K,1.76%
"Jul 02, 2023","30,617.03","30,585.9","30,791","30,155",23.29K,0.10%
"Jul 01, 2023","30,585.9","30,471.99","30,661.6","30,320.57",17.50K,0.37%
"Jun 30, 2023","30,472","30,447.31","31,282","29,500",89.42K,0.08%
"Jun 29, 2023","30,447.31","30,077.4","30,843.98","30,049.98",36.33K,1.23%
"Jun 28, 2023","30,077.41","30,692.44","30,709.74","29,858.8",40.46K,-2.00%
"Jun 27, 2023","30,692.44","30,267.99","30,994.97","30,226.17",42.70K,1.40%
"Jun 26, 2023","30,267.99","30,462.67","30,666","29,930",45.18K,-0.64%
"Jun 25, 2023","30,462.66","30,527.44","31,046.01","30,277.49",30.22K,-0.21%
"Jun 24, 2023","30,527.43","30,688.51","30,800","30,250",30.51K,-0.52%
"Jun 23, 2023","30,688.5","29,884.92","31,431.94","29,800",73.93K,2.69%
"Jun 22, 2023","29,884.92","29,993.89","30,500","29,525.61",59.05K,-0.36%
"Jun 21, 2023","29,993.89","28,308","30,800","28,257.99",108.93K,5.96%
"Jun 20, 2023","28,307.99","26,844.35","28,402.74","26,652",69.67K,5.45%
"Jun 19, 2023","26,844.35","26,339.98","27,068.09","26,256.61",35.87K,1.91%
"Jun 18, 2023","26,339.97","26,516.99","26,700","26,255.85",21.54K,-0.67%
"Jun 17, 2023","26,516.99","26,345.01","26,839.99","26,181",27.84K,0.65%
"Jun 16, 2023","26,345","25,598.49","26,518","25,175.56",51.60K,2.92%
"Jun 15, 2023","25,598.49","25,128.6","25,759.01","24,800",48.66K,1.87%
"Jun 14, 2023","25,128.6","25,934.24","26,098","24,820.56",45.08K,-3.11%
"Jun 13, 2023","25,934.25","25,905.2","26,433.21","25,712.57",41.07K,0.11%
"Jun 12, 2023","25,905.19","25,925.54","26,106.48","25,602.11",29.90K,-0.08%
"Jun 11, 2023","25,925.55","25,841.22","26,206.88","25,634.7",30.01K,0.33%
"Jun 10, 2023","25,841.21","26,477.8","26,533.87","25,358",64.94K,-2.40%
"Jun 09, 2023","26,477.81","26,498.62","26,783.33","26,269.91",27.93K,-0.08%
"Jun 08, 2023","26,498.61","26,339.34","26,810","26,210",31.08K,0.60%
"Jun 07, 2023","26,339.34","27,230.07","27,391.77","26,125.01",59.62K,-3.27%
"Jun 06, 2023","27,230.08","25,728.2","27,355.33","25,351.02",68.39K,5.84%
"Jun 05, 2023","25,728.2","27,115.2","27,129.33","25,388",65.81K,-5.12%
"Jun 04, 2023","27,115.21","27,069.22","27,455.02","26,951",19.26K,0.17%
"Jun 03, 2023","27,069.22","27,242.59","27,333.29","26,914.93",16.60K,-0.64%
"Jun 02, 2023","27,242.59","26,817.93","27,300","26,505",36.38K,1.58%
"Jun 01, 2023","26,817.93","27,210.36","27,350","26,605.05",39.22K,-1.44%
"May 31, 2023","27,210.35","27,694.39","27,835.51","26,839.01",46.59K,-1.75%
"May 30, 2023","27,694.4","27,736.39","28,038.59","27,554",32.69K,-0.15%
"May 29, 2023","27,736.4","28,065.01","28,447.14","27,524.6",42.39K,-1.17%
"May 28, 2023","28,065","26,854.28","28,261.32","26,764.36",43.92K,4.51%
"May 27, 2023","26,854.27","26,705.93","26,895","26,551",15.10K,0.56%
"May 26, 2023","26,705.92","26,473.8","26,932.16","26,327.24",35.06K,0.88%
"May 25, 2023","26,473.79","26,329","26,631.98","25,871.89",37.44K,0.55%
"May 24, 2023","26,329.01","27,219.61","27,219.61","26,080.5",54.39K,-3.27%
"May 23, 2023","27,219.61","26,849.28","27,495.83","26,798.11",38.70K,1.38%
"May 22, 2023","26,849.27","26,747.78","27,099.89","26,538.21",26.46K,0.38%
"May 21, 2023","26,747.78","27,102.42","27,277.55","26,666.03",21.35K,-1.31%
"May 20, 2023","27,102.43","26,880.26","27,150","26,825.11",14.43K,0.83%
"May 19, 2023","26,880.26","26,821.28","27,183.6","26,630",28.75K,0.22%
"May 18, 2023","26,821.28","27,405.62","27,485.33","26,361.2",49.20K,-2.13%
"May 17, 2023","27,405.61","27,033.85","27,500","26,544.71",42.96K,1.38%
"May 16, 2023","27,033.84","27,162.15","27,296.89","26,852.11",33.27K,-0.47%
"May 15, 2023","27,162.14","26,917.61","27,663.59","26,726",40.43K,0.91%
"May 14, 2023","26,917.62","26,775.27","27,200","26,560.53",21.59K,0.53%
"May 13, 2023","26,775.28","26,795.01","27,045.45","26,692.03",22.81K,-0.07%
"May 12, 2023","26,795.01","26,968.61","27,091.12","25,811.46",67.21K,-0.64%
"May 11, 2023","26,968.62","27,598.74","27,630.14","26,702.05",47.64K,-2.28%
"May 10, 2023","27,598.75","27,628.28","28,331.42","26,777",71.16K,-0.11%
"May 09, 2023","27,628.27","27,668.8","27,818","27,353",40.11K,-0.15%
"May 08, 2023","27,668.79","28,430.09","28,631.01","27,262",68.24K,-2.68%
"May 07, 2023","28,430.1","28,848.19","29,138.29","28,395.23",30.00K,-1.45%
"May 06, 2023","28,848.2","29,505.6","29,820","28,300",49.25K,-2.23%
"May 05, 2023","29,505.61","28,838.16","29,677","28,800",58.42K,2.31%
"May 04, 2023","28,838.16","29,026.16","29,379.83","28,663.64",42.58K,-0.65%
"May 03, 2023","29,026.16","28,669.85","29,266.66","28,113.69",64.62K,1.24%
"May 02, 2023","28,669.86","28,068.26","28,879.88","27,872",50.82K,2.14%
"May 01, 2023","28,068.26","29,233.2","29,337.34","27,666.95",64.43K,-3.99%
"Apr 30, 2023","29,233.21","29,230.45","29,969.39","29,079.59",39.75K,0.01%
"Apr 29, 2023","29,230.45","29,311.69","29,448.88","29,031",20.47K,-0.28%
"Apr 28, 2023","29,311.7","29,472.77","29,599.54","28,891",54.30K,-0.55%
"Apr 27, 2023","29,472.77","28,415.29","29,890","28,378.86",95.43K,3.72%
"Apr 26, 2023","28,415.29","28,300.8","30,036","27,235",129.23K,0.40%
"Apr 25, 2023","28,300.79","27,510.93","28,399.99","27,192",52.33K,2.87%
"Apr 24, 2023","27,510.93","27,590.59","28,000","26,942.82",53.11K,-0.29%
"Apr 23, 2023","27,590.6","27,816.85","27,816.85","27,311.25",34.81K,-0.81%
"Apr 22, 2023","27,816.85","27,262.84","27,882.72","27,140.35",36.02K,2.03%
"Apr 21, 2023","27,262.84","28,243.65","28,374.02","27,125",77.68K,-3.47%
"Apr 20, 2023","28,243.65","28,797.1","29,088.3","28,010",76.88K,-1.92%
"Apr 19, 2023","28,797.1","30,380.01","30,413.53","28,520",86.58K,-5.21%
"Apr 18, 2023","30,380.01","29,430.27","30,485","29,096.78",62.00K,3.23%
"Apr 17, 2023","29,430.27","30,304.66","30,316.06","29,240.65",56.44K,-2.89%
"Apr 16, 2023","30,304.65","30,295.1","30,549.99","30,120",26.43K,0.03%
"Apr 15, 2023","30,295.09","30,466.93","30,595.6","30,202",25.43K,-0.56%
"Apr 14, 2023","30,466.93","30,373.84","31,000","29,966",75.98K,0.31%
"Apr 13, 2023","30,373.84","29,888.07","30,595","29,854.59",51.93K,1.63%
"Apr 12, 2023","29,888.07","30,200.43","30,486","29,637.4",62.05K,-1.03%
"Apr 11, 2023","30,200.42","29,637.35","30,550","29,590",67.99K,1.90%
"Apr 10, 2023","29,637.34","28,323.76","29,770","28,170",67.75K,4.64%
"Apr 09, 2023","28,323.76","27,938.38","28,530","27,800",32.53K,1.38%
"Apr 08, 2023","27,938.38","27,906.34","28,154.99","27,859.02",19.48K,0.11%
"Apr 07, 2023","27,906.33","28,033.83","28,100","27,766.94",24.76K,-0.45%
"Apr 06, 2023","28,033.82","28,170.01","28,182.05","27,711",40.12K,-0.48%
"Apr 05, 2023","28,170.01","28,165.47","28,775","27,805.1",60.74K,0.02%
"Apr 04, 2023","28,165.47","27,800","28,444.44","27,662.79",49.72K,1.31%
"Apr 03, 2023","27,800","28,171.87","28,500.99","27,200.24",79.18K,-1.32%
"Apr 02, 2023","28,171.87","28,452.74","28,530","27,856.43",37.37K,-0.99%
"Apr 01, 2023","28,452.73","28,465.36","28,819.71","28,220.27",30.24K,-0.04%
"Mar 31, 2023","28,465.36","28,028.53","28,656.69","27,511.71",78.20K,1.56%
"Mar 30, 2023","28,028.53","28,348.6","29,184.68","27,686",98.87K,-1.13%
"Mar 29, 2023","28,348.6","27,261.06","28,650","27,240.1",89.49K,3.99%
"Mar 28, 2023","27,261.07","27,124.9","27,520","26,631.78",78.60K,0.50%
"Mar 27, 2023","27,124.91","27,968.05","28,023.86","26,508.14",88.04K,-3.01%
"Mar 26, 2023","27,968.05","27,462.96","28,194.4","27,417.76",49.67K,1.84%
"Mar 25, 2023","27,462.95","27,454.46","27,787.33","27,156.09",50.84K,0.03%
"Mar 24, 2023","27,454.47","28,295.42","28,374.3","27,000",86.24K,-2.97%
"Mar 23, 2023","28,295.41","27,250.97","28,750","27,105",128.65K,3.83%
"Mar 22, 2023","27,250.97","28,107.81","28,868.05","26,601.8",224.11K,-3.04%
"Mar 21, 2023","28,105.47","27,717.01","28,438.55","27,303.1",420.93K,1.40%
"Mar 20, 2023","27,717.01","27,972.87","28,472","27,124.47",477.38K,-0.91%
"Mar 19, 2023","27,972.87","26,907.49","28,390.1","26,827.22",372.07K,3.96%
"Mar 18, 2023","26,907.49","27,395.13","27,724.85","26,578",371.24K,-1.78%
"Mar 17, 2023","27,395.13","24,998.78","27,756.84","24,890",624.46K,9.59%
"Mar 16, 2023","24,998.78","24,285.66","25,167.4","24,123",439.42K,2.94%
"Mar 15, 2023","24,285.66","24,670.41","25,196.97","23,896.95",581.45K,-1.56%
"Mar 14, 2023","24,670.41","24,112.27","26,386.87","23,976.42",699.36K,2.31%
"Mar 13, 2023","24,113.48","21,998.05","24,500","21,813.88",687.89K,9.62%
"Mar 12, 2023","21,997.11","20,455.73","22,150","20,270.6",430.94K,7.54%
"Mar 11, 2023","20,455.73","20,150.69","20,686.51","19,765.03",427.83K,1.51%
"Mar 10, 2023","20,150.69","20,362.21","20,367.78","19,549.09",618.46K,-1.04%
"Mar 09, 2023","20,362.22","21,704.37","21,834.99","20,042.72",443.66K,-6.19%
"Mar 08, 2023","21,705.44","22,198.56","22,287","21,580",301.46K,-2.22%
"Mar 07, 2023","22,197.96","22,409.41","22,557.91","21,927",292.52K,-0.95%
"Mar 06, 2023","22,410","22,430.24","22,602.19","22,258",203.75K,-0.09%
"Mar 05, 2023","22,430.24","22,346.57","22,662.09","22,189.22",154.84K,0.37%
"Mar 04, 2023","22,346.57","22,354.34","22,410","22,157.08",121.26K,-0.03%
"Mar 03, 2023","22,354.34","23,465.32","23,476.95","21,971.13",319.95K,-4.73%
"Mar 02, 2023","23,465.32","23,629.76","23,796.93","23,195.9",239.32K,-0.69%
"Mar 01, 2023","23,628.97","23,141.57","24,000","23,020.03",315.29K,2.11%
"Feb 28, 2023","23,141.57","23,492.09","23,600","23,020.97",264.14K,-1.49%
"Feb 27, 2023","23,492.09","23,554.85","23,897.99","23,106.77",283.71K,-0.27%
"Feb 26, 2023","23,554.85","23,157.07","23,689.99","23,059.18",202.32K,1.72%
"Feb 25, 2023","23,157.07","23,184.04","23,219.13","22,722",191.31K,-0.12%
"Feb 24, 2023","23,185.29","23,940.2","24,132.35","22,841.19",343.58K,-3.15%
"Feb 23, 2023","23,940.2","24,182.21","24,599.59","23,608",398.40K,-1.00%
