Date,Price,Open,High,Low,Vol.,Change %
"Jan 24, 2022","36,660.35","36,244.55","37,550","32,917.17",91.90K,1.15%
"Jan 23, 2022","36,244.55","35,071.42","36,499","34,601.01",44.28K,3.34%
"Jan 22, 2022","35,071.42","36,445.31","36,835.22","34,008",90.47K,-3.77%
"Jan 21, 2022","36,445.31","40,680.92","41,100","35,440.45",88.86K,-10.41%
"Jan 20, 2022","40,680.91","41,660","43,505","40,553.31",42.33K,-2.35%
"Jan 19, 2022","41,660.01","42,352.12","42,559.13","41,138.56",31.69K,-1.63%
"Jan 18, 2022","42,352.12","42,201.63","42,691","41,250",29.32K,0.36%
"Jan 17, 2022","42,201.62","43,071.66","43,176.18","41,540.42",27.56K,-2.02%
"Jan 16, 2022","43,071.66","43,084.29","43,475","42,581.79",20.60K,-0.03%
"Jan 15, 2022","43,084.29","43,059.96","43,800","42,555",21.94K,0.06%
"Jan 14, 2022","43,059.96","42,558.35","43,448.78","41,725.95",32.64K,1.17%
"Jan 13, 2022","42,560.11","43,902.65","44,500","42,311.22",34.91K,-3.06%
"Jan 12, 2022","43,902.66","42,729.29","44,322","42,450",33.94K,2.75%
"Jan 11, 2022","42,729.29","41,822.49","43,100","41,268.93",37.30K,2.17%
"Jan 10, 2022","41,822.49","41,864.62","42,248.5","39,650",50.73K,-0.10%
"Jan 09, 2022","41,864.62","41,679.74","42,786.7","41,200.02",22.72K,0.44%
"Jan 08, 2022","41,679.74","41,566.48","42,300","40,501",32.95K,0.27%
"Jan 07, 2022","41,566.48","43,082.3","43,145.83","40,610",54.84K,-3.52%
"Jan 06, 2022","43,082.31","43,451.14","43,816","42,430.58",38.88K,-0.85%
"Jan 05, 2022","43,451.13","45,832.01","47,070","42,500",51.78K,-5.19%
"Jan 04, 2022","45,832.01","46,446.1","47,557.54","45,500",35.49K,-1.32%
"Jan 03, 2022","46,446.1","47,286.18","47,570","45,696",27.66K,-1.78%
"Jan 02, 2022","47,286.18","47,722.66","47,990","46,654",18.34K,-0.91%
"Jan 01, 2022","47,722.65","46,216.93","47,954.63","46,208.37",19.60K,3.26%
"Dec 31, 2021","46,216.93","47,120.88","48,548.26","45,678",34.94K,-1.92%
"Dec 30, 2021","47,120.87","46,464.66","47,900","45,900",30.35K,1.41%
"Dec 29, 2021","46,464.66","47,543.74","48,139.08","46,096.99",39.50K,-2.27%
"Dec 28, 2021","47,543.74","50,701.44","50,704.05","47,313.01",45.85K,-6.23%
"Dec 27, 2021","50,701.44","50,775.48","52,088","50,449",28.78K,-0.15%
"Dec 26, 2021","50,775.49","50,399.67","51,280","49,412",22.57K,0.75%
"Dec 25, 2021","50,399.66","50,819.99","51,156.23","50,142.32",19.14K,-0.83%
"Dec 24, 2021","50,820","50,838.82","51,810","50,384.43",31.66K,-0.04%
"Dec 23, 2021","50,838.81","48,588.17","51,375","47,920.42",35.19K,4.63%
"Dec 22, 2021","48,588.16","48,887.59","49,576.13","48,421.87",27.00K,-0.62%
"Dec 21, 2021","48,889.88","46,914.17","49,328.96","46,630",37.71K,4.21%
"Dec 20, 2021","46,914.16","46,681.24","47,537.57","45,558.85",35.85K,0.50%
"Dec 19, 2021","46,681.23","46,834.47","48,300.01","46,406.91",29.31K,-0.33%
"Dec 18, 2021","46,834.48","46,133.83","47,392.37","45,500",25.02K,1.52%
"Dec 17, 2021","46,131.2","47,632.38","47,995.96","45,456",43.10K,-3.15%
"Dec 16, 2021","47,632.38","48,864.98","49,436.43","47,511",31.95K,-2.52%
"Dec 15, 2021","48,864.98","48,336.95","49,500","46,547",51.63K,1.08%
"Dec 14, 2021","48,343.28","46,702.76","48,700.41","46,290",39.96K,3.51%
"Dec 13, 2021","46,702.75","50,053.9","50,189.97","45,672.75",50.87K,-6.70%
"Dec 12, 2021","50,053.9","49,389.99","50,777","48,638",26.02K,1.34%
"Dec 11, 2021","49,389.99","47,140.54","49,485.71","46,751",28.89K,4.77%
"Dec 10, 2021","47,140.54","47,535.9","50,125","46,852",44.23K,-0.85%
"Dec 09, 2021","47,545.59","50,471.19","50,797.76","47,320",37.69K,-5.80%
"Dec 08, 2021","50,471.19","50,588.95","51,200","48,600",38.43K,-0.23%
"Dec 07, 2021","50,588.95","50,441.91","51,936.33","50,039.74",38.25K,0.29%
"Dec 06, 2021","50,441.92","49,396.32","50,891.11","47,100",58.57K,2.12%
"Dec 05, 2021","49,396.33","49,152.46","49,699.05","47,727.21",45.58K,0.50%
"Dec 04, 2021","49,152.47","53,601.05","53,859.1","42,000.3",114.20K,-8.30%
"Dec 03, 2021","53,601.05","56,484.26","57,600","51,680",58.93K,-5.10%
"Dec 02, 2021","56,480.34","57,184.07","57,375.47","55,777.77",37.57K,-1.23%
"Dec 01, 2021","57,184.07","56,950.56","59,053.55","56,458.01",44.96K,0.41%
"Nov 30, 2021","56,950.56","57,776.25","59,176.99","55,875.55",49.16K,-1.43%
"Nov 29, 2021","57,776.25","57,274.89","58,865.97","56,666.67",40.13K,0.88%
"Nov 28, 2021","57,274.88","54,716.47","57,445.05","53,256.64",36.16K,4.67%
"Nov 27, 2021","54,721.03","53,723.72","55,280","53,610",29.72K,1.85%
"Nov 26, 2021","53,726.53","58,960.37","59,150","53,500",65.93K,-8.88%
"Nov 25, 2021","58,960.36","57,138.29","59,398.9","57,000",42.15K,3.19%
"Nov 24, 2021","57,138.29","57,541.26","57,735","55,837",39.61K,-0.70%
"Nov 23, 2021","57,541.27","56,243.83","58,009.99","55,317",49.92K,2.30%
"Nov 22, 2021","56,247.18","58,617.7","59,444","55,610",51.72K,-4.05%
"Nov 21, 2021","58,622.02","59,707.52","60,029.76","58,486.65",31.90K,-1.82%
"Nov 20, 2021","59,707.51","58,057.1","59,845","57,353",33.81K,2.85%
"Nov 19, 2021","58,052.24","56,891.62","58,320","55,600",50.72K,2.04%
"Nov 18, 2021","56,891.62","60,344.86","60,976","56,474.26",62.15K,-5.72%
"Nov 17, 2021","60,344.87","60,058.87","60,840.23","58,373",46.29K,0.48%
"Nov 16, 2021","60,058.87","63,606.73","63,617.31","58,574.07",77.46K,-5.58%
"Nov 15, 2021","63,606.74","65,519.11","66,401.82","63,400",37.83K,-2.92%
"Nov 14, 2021","65,519.1","64,380.01","65,550.51","63,576.27",25.71K,1.77%
"Nov 13, 2021","64,380","64,122.22","65,000","63,360.22",22.50K,0.40%
"Nov 12, 2021","64,122.23","64,774.25","65,450.7","62,278",44.49K,-1.01%
"Nov 11, 2021","64,774.26","64,882.42","65,600.07","64,100",37.24K,-0.17%
"Nov 10, 2021","64,882.43","66,947.67","69,000","62,822.9",65.17K,-3.08%
"Nov 09, 2021","66,947.66","67,525.82","68,524.25","66,222.4",44.66K,-0.86%
"Nov 08, 2021","67,525.83","63,273.58","67,789","63,273.58",54.44K,6.72%
"Nov 07, 2021","63,273.59","61,470.62","63,286.35","61,322.78",25.52K,2.93%
"Nov 06, 2021","61,470.61","60,940.18","61,560.49","60,050",25.59K,0.88%
"Nov 05, 2021","60,937.12","61,395.01","62,595.72","60,721",31.60K,-0.75%
"Nov 04, 2021","61,395.01","62,896.49","63,086.31","60,677.01",35.93K,-2.39%
"Nov 03, 2021","62,896.48","63,220.57","63,500","60,382.76",43.34K,-0.51%
"Nov 02, 2021","63,219.99","60,911.12","64,270","60,624.68",46.37K,3.79%
"Nov 01, 2021","60,911.11","61,299.81","62,437.74","59,405",44.69K,-0.63%
"Oct 31, 2021","61,299.8","61,859.19","62,405.3","59,945.36",39.27K,-0.90%
"Oct 30, 2021","61,859.19","62,253.7","62,359.25","60,673",31.48K,-0.63%
"Oct 29, 2021","62,253.71","60,575.9","62,980","60,174.81",43.97K,2.77%
"Oct 28, 2021","60,575.89","58,413.44","62,499","57,820",61.06K,3.70%
"Oct 27, 2021","58,413.44","60,328.81","61,496","58,000",62.12K,-3.17%
"Oct 26, 2021","60,328.81","63,078.78","63,293.48","59,817.55",40.22K,-4.36%
"Oct 25, 2021","63,078.78","60,852.22","63,710.63","60,650",36.85K,3.66%
"Oct 24, 2021","60,852.22","61,286.75","61,500","59,510.63",31.23K,-0.71%
"Oct 23, 2021","61,286.75","60,688.23","61,747.64","59,562.15",27.63K,0.99%
"Oct 22, 2021","60,688.22","62,193.15","63,732.39","60,000",52.12K,-2.42%
"Oct 21, 2021","62,193.15","66,001.4","66,639.74","62,000",68.54K,-5.77%
"Oct 20, 2021","66,001.41","64,280.59","67,000","63,481.4",51.43K,2.68%
"Oct 19, 2021","64,280.59","62,005.6","64,486","61,322.22",53.63K,3.66%
"Oct 18, 2021","62,009.84","61,528.32","62,695.78","59,844.45",51.80K,0.78%
"Oct 17, 2021","61,528.33","60,875.57","61,718.39","58,963",39.10K,1.07%
"Oct 16, 2021","60,875.57","61,672.42","62,378.42","60,150",35.47K,-1.29%
"Oct 15, 2021","61,672.42","57,347.94","62,933","56,850",82.51K,7.54%
"Oct 14, 2021","57,347.94","57,370.83","58,532.54","56,818.05",43.05K,-0.03%
"Oct 13, 2021","57,367","55,996.91","57,777","54,167.19",55.81K,2.45%
"Oct 12, 2021","55,996.93","57,471.35","57,680","53,879",53.47K,-2.57%
"Oct 11, 2021","57,471.35","54,659.01","57,839.04","54,415.06",52.93K,5.15%
"Oct 10, 2021","54,659","54,949.72","56,561.31","54,080",89.24K,-0.53%
"Oct 09, 2021","54,949.72","53,955.67","55,489","53,661.67",55.18K,1.85%
"Oct 08, 2021","53,951.43","53,785.22","56,100","53,617.61",46.16K,0.31%
"Oct 07, 2021","53,785.22","55,315","55,332.31","53,357",54.92K,-2.77%
"Oct 06, 2021","55,315","51,471.99","55,750","50,382.41",79.88K,7.47%
"Oct 05, 2021","51,471.99","49,224.93","51,886.3","49,022.4",52.13K,4.56%
"Oct 04, 2021","49,224.94","48,200.01","49,536.12","46,891",46.80K,2.13%
"Oct 03, 2021","48,200.01","47,634.89","49,228.08","47,088",30.83K,1.19%
"Oct 02, 2021","47,634.9","48,141.6","48,336.59","47,430.18",30.51K,-1.05%
"Oct 01, 2021","48,141.61","43,820.01","48,495","43,283.03",66.24K,9.85%
"Sep 30, 2021","43,824.1","41,524.29","44,141.37","41,410.17",46.38K,5.54%
"Sep 29, 2021","41,524.28","41,025.01","42,590","40,753.88",33.51K,1.21%
"Sep 28, 2021","41,026.54","42,147.35","42,787.38","40,888",43.37K,-2.66%
"Sep 27, 2021","42,147.35","43,160.9","44,350","42,098",39.78K,-2.35%
"Sep 26, 2021","43,160.9","42,670.63","43,950","40,750",49.88K,1.15%
"Sep 25, 2021","42,670.64","42,810.58","42,966.84","41,646.28",33.59K,-0.33%
"Sep 24, 2021","42,810.57","44,865.26","45,200","40,675",84.11K,-4.58%
"Sep 23, 2021","44,865.26","43,546.37","44,978","43,069.09",48.70K,3.04%
"Sep 22, 2021","43,543.61","40,734.09","44,000.55","40,565.39",58.35K,6.90%
"Sep 21, 2021","40,734.38","43,016.64","43,639","39,600",84.53K,-5.30%
"Sep 20, 2021","43,015.62","47,241.75","47,347.25","42,500",78.00K,-8.95%
"Sep 19, 2021","47,241.75","48,292.75","48,372.83","46,829.18",29.85K,-2.18%
"Sep 18, 2021","48,292.74","47,299.98","48,843.2","47,035.56",30.91K,2.10%
"Sep 17, 2021","47,299.98","47,737.81","48,150","46,699.56",34.46K,-0.92%
"Sep 16, 2021","47,737.82","48,121.4","48,557","47,021.1",40.73K,-0.80%
"Sep 15, 2021","48,121.41","47,103.28","48,500","46,682.32",43.20K,2.14%
"Sep 14, 2021","47,111.52","44,940.72","47,250","44,594.44",44.86K,4.83%
"Sep 13, 2021","44,940.73","46,025.23","46,880","43,370",65.43K,-2.36%
"Sep 12, 2021","46,025.24","45,173.68","46,460","44,742.06",32.09K,1.89%
"Sep 11, 2021","45,173.69","44,842.2","45,987.93","44,722.22",30.44K,0.72%
"Sep 10, 2021","44,850.91","46,395.14","47,033","44,132.29",49.05K,-3.33%
"Sep 09, 2021","46,395.14","46,048.31","47,399.97","45,513.08",50.65K,0.75%
"Sep 08, 2021","46,048.31","46,868.57","47,340.99","44,412.02",65.07K,-1.74%
"Sep 07, 2021","46,863.73","52,666.2","52,920","42,843.05",123.05K,-11.01%
"Sep 06, 2021","52,663.9","51,756.88","52,780","50,969.33",49.25K,1.75%
"Sep 05, 2021","51,756.88","49,917.54","51,900","49,450",40.54K,3.69%
"Sep 04, 2021","49,915.64","49,998","50,535.69","49,370",34.66K,-0.17%
"Sep 03, 2021","49,999.14","49,246.63","51,000","48,316.84",59.03K,1.53%
"Sep 02, 2021","49,246.64","48,810.51","50,450.13","48,584.06",54.41K,0.89%
"Sep 01, 2021","48,810.52","47,100.89","49,156","46,512",49.90K,3.63%
"Aug 31, 2021","47,100.89","46,982.91","48,246.11","46,700",48.65K,0.25%
"Aug 30, 2021","46,982.91","48,767.84","48,888.61","46,853",40.29K,-3.66%
"Aug 29, 2021","48,767.83","48,895.35","49,632.27","47,762.54",32.65K,-0.26%
"Aug 28, 2021","48,895.35","49,069.9","49,299","48,346.88",26.68K,-0.36%
"Aug 27, 2021","49,069.9","46,843.86","49,149.93","46,348",42.07K,4.75%
"Aug 26, 2021","46,843.87","48,973.32","49,352.84","46,250",49.37K,-4.35%
"Aug 25, 2021","48,973.32","47,674.01","49,264.3","47,126.28",44.66K,2.73%
"Aug 24, 2021","47,674.01","49,488.85","49,860","47,600",51.01K,-3.67%
"Aug 23, 2021","49,488.85","49,239.22","50,500","49,029",52.46K,0.51%
"Aug 22, 2021","49,239.22","48,821.88","49,500","48,050",37.01K,0.85%
"Aug 21, 2021","48,821.87","49,322.47","49,757.04","48,222",46.75K,-1.01%
"Aug 20, 2021","49,322.47","46,760.62","49,382.99","46,622.99",56.85K,5.48%
"Aug 19, 2021","46,760.62","44,699.37","47,033","43,927.7",53.41K,4.60%
"Aug 18, 2021","44,705.29","44,695.95","46,000","44,203.28",54.10K,0.02%
"Aug 17, 2021","44,695.95","45,901.3","47,160","44,376",57.04K,-2.63%
"Aug 16, 2021","45,901.29","46,973.82","48,053.83","45,660",52.48K,-2.28%
"Aug 15, 2021","46,973.82","47,068.5","47,372.27","45,500",42.11K,-0.20%
"Aug 14, 2021","47,068.51","47,799.99","48,144","45,971.03",46.11K,-1.53%
"Aug 13, 2021","47,800","44,400.06","47,886","44,217.39",48.24K,7.66%
"Aug 12, 2021","44,399","45,510.67","46,218.12","43,770",55.27K,-2.44%
"Aug 11, 2021","45,511","45,585","46,743.47","45,341.14",52.73K,-0.16%
"Aug 10, 2021","45,584.99","46,248.87","46,700","44,589.46",53.81K,-1.45%
"Aug 09, 2021","46,253.4","43,794.36","46,454.15","42,779",74.59K,5.61%
"Aug 08, 2021","43,794.37","44,572.54","45,310","43,261",69.33K,-1.75%
"Aug 07, 2021","44,572.54","42,836.87","44,700","42,446.41",73.40K,4.05%
"Aug 06, 2021","42,836.87","40,862.46","43,392.43","39,853.86",75.75K,4.83%
"Aug 05, 2021","40,862.46","39,723.17","41,350","37,332.7",84.34K,2.87%
"Aug 04, 2021","39,723.18","38,207.04","39,969.66","37,508.56",52.33K,3.97%
"Aug 03, 2021","38,207.05","39,146.86","39,780","37,642.03",57.12K,-2.40%
"Aug 02, 2021","39,147.82","39,850.27","40,480.01","38,690",50.84K,-1.75%
"Aug 01, 2021","39,845.44","41,461.84","42,599","39,422.01",53.95K,-3.90%
"Jul 31, 2021","41,461.83","42,206.36","42,448","41,000.15",44.85K,-1.76%
"Jul 30, 2021","42,206.37","40,018.49","42,316.71","38,313.23",73.60K,5.47%
"Jul 29, 2021","40,016.48","40,019.57","40,640","39,200",54.00K,-0.01%
"Jul 28, 2021","40,019.56","39,456.61","40,900","38,772",101.34K,1.42%
"Jul 27, 2021","39,457.87","37,241.33","39,542.61","36,383",88.40K,5.96%
"Jul 26, 2021","37,237.6","35,381.02","40,550","35,205.78",152.45K,5.25%
"Jul 25, 2021","35,381.02","34,261.51","35,398","33,851.12",47.85K,3.28%
"Jul 24, 2021","34,258.14","33,634.1","34,500","33,401.14",47.98K,1.86%
"Jul 23, 2021","33,634.09","32,287.58","33,650","31,924.32",50.11K,4.17%
"Jul 22, 2021","32,287.83","32,144.51","32,591.35","31,708",46.15K,0.45%
"Jul 21, 2021","32,144.51","29,790.34","32,858","29,482.61",82.80K,7.90%
"Jul 20, 2021","29,790.35","30,839.65","31,063.07","29,278",61.03K,-3.40%
"Jul 19, 2021","30,839.65","31,778.57","31,899","30,407.44",47.34K,-2.95%
"Jul 18, 2021","31,778.56","31,520.07","32,435","31,108.97",35.92K,0.82%
"Jul 17, 2021","31,520.07","31,383.86","31,955.92","31,164.31",34.01K,0.43%
"Jul 16, 2021","31,383.87","31,874.49","32,249.18","31,020",48.50K,-1.56%
"Jul 15, 2021","31,880","32,820.03","33,185.25","31,133",51.64K,-2.86%
"Jul 14, 2021","32,820.02","32,729.12","33,114.03","31,550",46.78K,0.28%
"Jul 13, 2021","32,729.77","33,086.94","33,340","32,202.25",41.13K,-1.08%
"Jul 12, 2021","33,086.63","34,259","34,678.43","32,658.34",48.18K,-3.42%
"Jul 11, 2021","34,258.99","33,502.87","34,666","33,306.47",31.57K,2.26%
"Jul 10, 2021","33,502.87","33,815.81","34,262","33,004.78",34.76K,-0.93%
"Jul 09, 2021","33,815.81","32,875.71","34,100","32,261.07",47.15K,2.86%
"Jul 08, 2021","32,875.71","33,862.11","33,929.64","32,077",70.14K,-2.91%
"Jul 07, 2021","33,862.12","34,220.02","35,059.09","33,777.77",53.81K,-1.05%
"Jul 06, 2021","34,220.01","33,690.15","35,118.88","33,532",58.21K,1.57%
"Jul 05, 2021","33,690.14","35,288.13","35,293.78","33,125.55",64.12K,-4.52%
"Jul 04, 2021","35,286.51","34,669.12","35,967.85","34,357.15",43.70K,1.78%
"Jul 03, 2021","34,669.13","33,786.54","34,945.61","33,316.73",43.04K,2.61%
"Jul 02, 2021","33,786.55","33,502.33","33,977.04","32,699",56.17K,0.84%
"Jul 01, 2021","33,504.69","35,045","35,057.57","32,711",71.71K,-4.40%
"Jun 30, 2021","35,045","35,911.72","36,100","34,017.55",77.15K,-2.41%
"Jun 29, 2021","35,911.73","34,494.89","36,600","34,225.43",90.79K,4.11%
"Jun 28, 2021","34,494.89","34,702.49","35,297.71","33,862.72",82.22K,-0.59%
"Jun 27, 2021","34,700.34","32,283.65","34,749","31,973.45",96.61K,7.49%
"Jun 26, 2021","32,283.65","31,576.09","32,730","30,151",107.82K,2.21%
"Jun 25, 2021","31,584.45","34,663.08","35,500","31,275",116.06K,-8.88%
"Jun 24, 2021","34,663.09","33,675.07","35,298","32,286.57",86.63K,2.92%
"Jun 23, 2021","33,678.07","32,509.56","34,881","31,683",126.97K,3.59%
"Jun 22, 2021","32,509.56","31,614.12","33,298.78","28,805",204.21K,2.85%
"Jun 21, 2021","31,608.93","35,600.17","35,750","31,251.23",168.78K,-11.21%
"Jun 20, 2021","35,600.16","35,483.72","36,137.72","33,336",89.88K,0.33%
"Jun 19, 2021","35,483.72","35,820.48","36,457","34,803.52",68.71K,-0.94%
"Jun 18, 2021","35,819.84","38,092.97","38,202.84","35,129.29",95.23K,-5.97%
"Jun 17, 2021","38,092.97","38,349","39,559.88","37,365",79.54K,-0.67%
"Jun 16, 2021","38,349.01","40,143.8","40,527.14","38,116.01",87.77K,-4.47%
"Jun 15, 2021","40,144.04","40,516.28","41,330","39,506.4",80.68K,-0.92%
"Jun 14, 2021","40,516.29","39,020.56","41,064.05","38,730",108.52K,3.83%
"Jun 13, 2021","39,020.57","35,546.12","39,380","34,757",86.92K,9.77%
"Jun 12, 2021","35,546.11","37,331.98","37,463.63","34,600.36",87.72K,-4.78%
"Jun 11, 2021","37,331.98","36,677.83","37,680.4","35,936.77",78.47K,1.79%
"Jun 10, 2021","36,675.72","37,388.05","38,491","35,782",109.53K,-1.91%
"Jun 09, 2021","37,388.05","33,380.8","37,534.79","32,396.82",136.61K,12.00%
"Jun 08, 2021","33,380.81","33,556.96","34,068.01","31,000",123.25K,-0.51%
"Jun 07, 2021","33,552.79","35,796.31","36,900","33,300",77.57K,-6.27%
"Jun 06, 2021","35,796.31","35,516.07","36,480","35,222",47.65K,0.80%
"Jun 05, 2021","35,513.2","36,829.15","37,925","34,800",70.46K,-3.57%
"Jun 04, 2021","36,829","39,246.78","39,289.07","35,555.15",91.32K,-6.16%
"Jun 03, 2021","39,246.79","37,568.68","39,476","37,170",75.89K,4.47%
"Jun 02, 2021","37,568.68","36,694.85","38,225","35,920",67.59K,2.39%
"Jun 01, 2021","36,693.09","37,253.82","37,894.81","35,666",81.23K,-1.51%
"May 31, 2021","37,253.81","35,641.26","37,499","34,153.84",94.16K,4.52%
"May 30, 2021","35,641.27","34,605.15","36,488","33,379",73.54K,2.99%
"May 29, 2021","34,605.15","35,661.79","37,338.58","33,632.76",112.66K,-2.97%
"May 28, 2021","35,663.49","38,529.99","38,877.83","34,684",135.38K,-7.44%
"May 27, 2021","38,529.98","39,241.92","40,411.14","37,134.27",86.55K,-1.81%
"May 26, 2021","39,241.91","38,324.72","40,841","37,800.44",104.78K,2.39%
"May 25, 2021","38,324.72","38,810.99","39,791.77","36,419.62",112.00K,-1.22%
"May 24, 2021","38,796.29","34,681.44","39,920","34,031",161.63K,11.95%
"May 23, 2021","34,655.25","37,458.51","38,270.64","31,111.01",217.14K,-7.46%
"May 22, 2021","37,449.73","37,263.35","38,829","35,200.62",126.54K,0.53%
"May 21, 2021","37,252.01","40,525.39","42,200","33,488",202.10K,-8.08%
"May 20, 2021","40,526.64","36,671.23","42,451.67","34,850",203.02K,10.46%
"May 19, 2021","36,690.09","42,849.78","43,584.9","30,000",354.35K,-14.38%
"May 18, 2021","42,849.78","43,538.02","45,799.29","42,250.02",116.98K,-1.58%
"May 17, 2021","43,538.04","46,426.83","46,686","42,001",166.66K,-6.23%
"May 16, 2021","46,431.5","46,762.99","49,795.89","43,825.39",114.27K,-0.71%
"May 15, 2021","46,762.99","49,844.16","50,700","46,555",89.44K,-6.18%
"May 14, 2021","49,841.45","49,671.92","51,483","48,799.75",80.08K,0.34%
"May 13, 2021","49,670.97","49,537.15","51,367.19","46,000",147.33K,0.08%
"May 12, 2021","49,631.32","56,670.02","58,000.01","48,600",99.84K,-12.42%
"May 11, 2021","56,670.02","55,816.14","56,862.43","54,370",64.33K,1.53%
"May 10, 2021","55,816.14","58,240.83","59,500","53,400",89.59K,-4.16%
"May 09, 2021","58,240.84","58,866.53","59,300","56,235.66",69.81K,-1.06%
"May 08, 2021","58,862.05","57,315.49","59,500","56,900",69.71K,2.70%
"May 07, 2021","57,314.75","56,393.68","58,650","55,241.63",74.54K,1.63%
"May 06, 2021","56,393.68","57,436.11","58,360","55,200",70.18K,-1.81%
"May 05, 2021","57,436.11","53,205.05","58,069.82","52,900",77.26K,7.96%
"May 04, 2021","53,200.01","57,169.39","57,200","53,046.69",85.32K,-6.94%
"May 03, 2021","57,169.39","56,578.21","58,981.44","56,435",57.65K,1.04%
"May 02, 2021","56,578.21","57,797.35","57,911.02","56,035.25",36.81K,-2.11%
"May 01, 2021","57,800.37","57,697.25","58,458.07","56,956.14",42.60K,0.18%
"Apr 30, 2021","57,694.27","53,555","57,963","53,013.01",68.58K,7.73%
"Apr 29, 2021","53,555","54,846.23","55,195.84","52,330.94",52.49K,-2.35%
"Apr 28, 2021","54,846.22","55,011.97","56,428","53,813.16",55.13K,-0.30%
"Apr 27, 2021","55,011.97","54,001.38","55,460","53,222",54.06K,1.87%
"Apr 26, 2021","54,001.39","49,066.76","54,356.62","48,753.44",86.31K,10.06%
"Apr 25, 2021","49,066.77","50,047.84","50,567.91","46,930",58.26K,-1.96%
"Apr 24, 2021","50,047.84","51,110.56","51,166.22","48,657.14",55.36K,-2.11%
"Apr 23, 2021","51,125.14","51,690.95","52,131.85","47,500",132.23K,-1.09%
"Apr 22, 2021","51,690.96","53,787.62","55,521.48","50,500",104.66K,-3.90%
"Apr 21, 2021","53,787.63","56,425","56,757.91","53,536.02",66.98K,-4.67%
"Apr 20, 2021","56,425","55,633.14","57,076.24","53,329.96",72.74K,1.42%
"Apr 19, 2021","55,633.14","56,150.01","57,526.81","54,221.58",78.23K,-0.92%
"Apr 18, 2021","56,150.01","60,006.67","60,499","50,931.3",124.88K,-6.43%
"Apr 17, 2021","60,006.66","61,334.81","62,506.05","59,580.91",58.91K,-2.17%
"Apr 16, 2021","61,334.8","63,158.74","63,520.61","60,000",91.76K,-2.89%
"Apr 15, 2021","63,159.98","62,959.53","63,800","62,020",51.65K,0.32%
"Apr 14, 2021","62,959.53","63,575.01","64,854","61,301",82.62K,-0.97%
"Apr 13, 2021","63,575","59,860.01","63,777.77","59,805.15",82.85K,6.21%
"Apr 12, 2021","59,860","59,998.8","61,300","59,350.59",56.38K,-0.24%
"Apr 11, 2021","60,002.43","59,769.13","60,699","59,232.52",41.16K,0.39%
"Apr 10, 2021","59,769.13","58,142.55","61,500","57,900.01",69.91K,2.80%
"Apr 09, 2021","58,142.54","58,077.52","58,894.9","57,654",40.83K,0.11%
"Apr 08, 2021","58,077.52","55,953.44","58,153.31","55,700",44.28K,3.80%
"Apr 07, 2021","55,953.45","57,990.03","58,655","55,473",71.23K,-3.51%
"Apr 06, 2021","57,991.15","59,129.99","59,495.24","57,413.02",54.20K,-1.93%
"Apr 05, 2021","59,129.99","58,202.01","59,272","56,777.77",54.26K,1.59%
"Apr 04, 2021","58,202.01","57,051.95","58,492.85","56,388",41.31K,2.02%
"Apr 03, 2021","57,051.94","58,950.01","59,791.72","56,880",47.41K,-3.22%
"Apr 02, 2021","58,950.01","58,720.45","60,200","58,428.57",47.38K,0.39%
"Apr 01, 2021","58,720.44","58,739.46","59,490","57,935.45",47.42K,-0.03%
"Mar 31, 2021","58,740.55","58,746.57","59,800","56,769",60.98K,-0.01%
"Mar 30, 2021","58,746.57","57,635.46","59,368","57,071.35",55.12K,1.93%
"Mar 29, 2021","57,635.47","55,777.65","58,405.82","54,800.01",67.86K,3.33%
"Mar 28, 2021","55,777.63","55,817.14","56,559.75","54,691.84",39.05K,-0.07%
"Mar 27, 2021","55,817.14","55,025.59","56,700.36","53,950",50.11K,1.44%
"Mar 26, 2021","55,025.59","51,293.78","55,073.46","51,214.6",63.81K,7.28%
"Mar 25, 2021","51,293.78","52,303.66","53,287","50,427.56",87.40K,-1.93%
"Mar 24, 2021","52,303.65","54,342.8","57,200","51,700",83.54K,-3.75%
"Mar 23, 2021","54,340.89","54,083.25","55,830.9","53,000",59.79K,0.48%
"Mar 22, 2021","54,083.25","57,351.56","58,430.73","53,650",62.58K,-5.70%
"Mar 21, 2021","57,351.56","58,100.02","58,589.1","55,450.11",48.56K,-1.29%
"Mar 20, 2021","58,102.28","58,030.01","59,880","57,820.17",44.48K,0.12%
"Mar 19, 2021","58,030.01","57,641","59,468","56,270.74",52.39K,0.66%
"Mar 18, 2021","57,648.16","58,912.97","60,129.97","57,023",66.58K,-2.15%
"Mar 17, 2021","58,912.97","56,900.74","58,974.73","54,123.69",70.42K,3.54%
"Mar 16, 2021","56,900.75","55,605.2","56,938.29","53,271.34",77.99K,2.33%
"Mar 15, 2021","55,605.2","58,976.08","60,633.43","54,600",102.77K,-5.70%
"Mar 14, 2021","58,968.31","61,188.38","61,724.79","58,966.78",52.60K,-3.63%
"Mar 13, 2021","61,188.39","57,221.72","61,844","56,078.23",83.25K,6.93%
"Mar 12, 2021","57,221.72","57,773.15","58,081.51","54,962.84",73.41K,-0.95%
"Mar 11, 2021","57,773.16","55,851.59","58,150","54,272.82",81.91K,3.44%
"Mar 10, 2021","55,851.59","54,874.67","57,387.69","53,005",84.75K,1.76%
"Mar 09, 2021","54,884.5","52,375.18","54,895","51,789.41",71.66K,4.79%
